character_id,name,season,total_words,total_sentences,avg_words_per_sentence
140,Rev. Timothy Lovejoy,1,171,7,24.428571428571427
140,Rev. Timothy Lovejoy,2,546,32,17.0625
140,Rev. Timothy Lovejoy,3,167,15,11.133333333333333
140,Rev. Timothy Lovejoy,4,328,33,9.93939393939394
140,Rev. Timothy Lovejoy,5,238,17,14.0
140,Rev. Timothy Lovejoy,6,344,25,13.76
140,Rev. Timothy Lovejoy,7,365,27,13.518518518518519
140,Rev. Timothy Lovejoy,8,903,68,13.279411764705882
140,Rev. Timothy Lovejoy,9,224,21,10.666666666666666
140,Rev. Timothy Lovejoy,10,280,24,11.666666666666666
140,Rev. Timothy Lovejoy,11,367,28,13.107142857142858
140,Rev. Timothy Lovejoy,12,86,9,9.555555555555555
140,Rev. Timothy Lovejoy,13,221,25,8.84
140,Rev. Timothy Lovejoy,14,161,15,10.733333333333333
140,Rev. Timothy Lovejoy,15,115,10,11.5
140,Rev. Timothy Lovejoy,16,242,21,11.523809523809524
140,Rev. Timothy Lovejoy,17,287,25,11.48
140,Rev. Timothy Lovejoy,18,153,13,11.76923076923077
140,Rev. Timothy Lovejoy,19,110,10,11.0
140,Rev. Timothy Lovejoy,20,245,20,12.25
140,Rev. Timothy Lovejoy,21,272,27,10.074074074074074
140,Rev. Timothy Lovejoy,22,1,1,1.0
140,Rev. Timothy Lovejoy,23,115,9,12.777777777777779
140,Rev. Timothy Lovejoy,24,339,27,12.555555555555555
140,Rev. Timothy Lovejoy,25,444,34,13.058823529411764
140,Rev. Timothy Lovejoy,26,140,11,12.727272727272727
3592,Robert Pinsky,13,672126,6,112021.0
3,Seymour Skinner,1,668,51,13.098039215686274
3,Seymour Skinner,2,806,75,10.746666666666666
3,Seymour Skinner,3,1415,95,14.894736842105264
3,Seymour Skinner,4,831,87,9.551724137931034
3,Seymour Skinner,5,1626,146,11.136986301369863
3,Seymour Skinner,6,2368,165,14.351515151515152
3,Seymour Skinner,7,1064,78,13.64102564102564
3,Seymour Skinner,8,1756,141,12.453900709219859
3,Seymour Skinner,9,879,80,10.9875
3,Seymour Skinner,10,1627,134,12.14179104477612
3,Seymour Skinner,11,749,76,9.855263157894736
3,Seymour Skinner,12,1240,124,10.0
3,Seymour Skinner,13,659,52,12.673076923076923
3,Seymour Skinner,14,1262,108,11.685185185185185
3,Seymour Skinner,15,1208,106,11.39622641509434
3,Seymour Skinner,16,713,63,11.317460317460318
3,Seymour Skinner,17,983,83,11.843373493975903
3,Seymour Skinner,18,945,97,9.742268041237113
3,Seymour Skinner,19,884,76,11.631578947368421
3,Seymour Skinner,20,1185,94,12.606382978723405
3,Seymour Skinner,21,744,60,12.4
3,Seymour Skinner,22,1381,122,11.319672131147541
3,Seymour Skinner,23,868,74,11.72972972972973
3,Seymour Skinner,24,880,83,10.602409638554217
3,Seymour Skinner,25,1195,100,11.95
3,Seymour Skinner,26,202,20,10.1
153,Sideshow Bob,1,578,30,19.266666666666666
153,Sideshow Bob,3,961,77,12.480519480519481
153,Sideshow Bob,5,286,33,8.666666666666666
153,Sideshow Bob,6,467,29,16.103448275862068
153,Sideshow Bob,7,557,40,13.925
153,Sideshow Bob,8,980,69,14.202898550724637
153,Sideshow Bob,12,537,63,8.523809523809524
153,Sideshow Bob,14,551,51,10.803921568627452
153,Sideshow Bob,17,475,37,12.837837837837839
153,Sideshow Bob,19,489,46,10.630434782608695
153,Sideshow Bob,20,52,4,13.0
153,Sideshow Bob,21,4,2,2.0
153,Sideshow Bob,23,6,1,6.0
153,Sideshow Bob,25,429,41,10.463414634146341
153,Sideshow Bob,26,30,4,7.5
14,Waylon Smithers,1,231,26,8.884615384615385
14,Waylon Smithers,2,986,104,9.48076923076923
14,Waylon Smithers,3,1004,108,9.296296296296296
14,Waylon Smithers,4,310,37,8.378378378378379
14,Waylon Smithers,5,827,81,10.209876543209877
14,Waylon Smithers,6,526,48,10.958333333333334
14,Waylon Smithers,7,1529,123,12.43089430894309
14,Waylon Smithers,8,804,77,10.441558441558442
14,Waylon Smithers,9,254,31,8.193548387096774
14,Waylon Smithers,10,134,15,8.933333333333334
14,Waylon Smithers,11,62,10,6.2
14,Waylon Smithers,12,135,15,9.0
14,Waylon Smithers,13,216,26,8.307692307692308
14,Waylon Smithers,14,120,12,10.0
14,Waylon Smithers,15,183,23,7.956521739130435
14,Waylon Smithers,16,110,14,7.857142857142857
14,Waylon Smithers,17,136,16,8.5
14,Waylon Smithers,18,122,12,10.166666666666666
14,Waylon Smithers,19,38,5,7.6
14,Waylon Smithers,20,118,17,6.9411764705882355
14,Waylon Smithers,21,293,22,13.318181818181818
14,Waylon Smithers,22,515,50,10.3
14,Waylon Smithers,23,190,19,10.0
14,Waylon Smithers,24,220,23,9.565217391304348
14,Waylon Smithers,25,115,12,9.583333333333334
14,Waylon Smithers,26,355,39,9.102564102564102
