id,imdb_rating,imdb_votes,number_in_season,number_in_series,original_air_date,production_code,season,title,us_viewers_in_millions,views,air_year,air_month,air_dayofweek_num,air_dayofweek,imdb_rating_roll5,season_avg_imdb,season_avg_viewers,season_n_episodes
1,8.2,3734,1,1,1989-12-17,7G08,1,Simpsons Roasting on an Open Fire,26.7,171408,1989,12,6,Sunday,7.833,7.808,27.808,13
2,7.8,1973,2,2,1990-01-14,7G02,1,Bart the Genius,24.5,91423,1990,1,6,Sunday,7.825,7.808,27.808,13
3,7.5,1709,3,3,1990-01-21,7G03,1,Homer's Odyssey,27.5,78072,1990,1,6,Sunday,7.88,7.808,27.808,13
4,7.8,1701,4,4,1990-01-28,7G04,1,There's No Disgrace Like Home,20.2,67378,1990,1,6,Sunday,7.76,7.808,27.808,13
5,8.1,1732,5,5,1990-02-04,7G05,1,Bart the General,27.1,63129,1990,2,6,Sunday,7.78,7.808,27.808,13
6,7.6,1674,6,6,1990-02-11,7G06,1,Moaning Lisa,27.4,55355,1990,2,6,Sunday,7.82,7.808,27.808,13
7,7.9,1638,7,7,1990-02-18,7G09,1,The Call of the Simpsons,27.6,57793,1990,2,6,Sunday,7.76,7.808,27.808,13
8,7.7,1580,8,8,1990-02-25,7G07,1,The Telltale Head,28.0,66311,1990,2,6,Sunday,7.62,7.808,27.808,13
9,7.5,1578,9,9,1990-03-18,7G11,1,Life on the Fast Lane,33.5,64776,1990,3,6,Sunday,7.66,7.808,27.808,13
10,7.4,1511,10,10,1990-03-25,7G10,1,Homer's Night Out,30.3,50816,1990,3,6,Sunday,7.74,7.808,27.808,13
11,7.8,1539,11,11,1990-04-15,7G13,1,The Crepes of Wrath,31.2,60458,1990,4,6,Sunday,7.78,7.808,27.808,13
12,8.3,1716,12,12,1990-04-29,7G12,1,Krusty Gets Busted,30.4,62561,1990,4,6,Sunday,7.92,7.808,27.808,13
13,7.9,1567,13,13,1990-05-13,7G01,1,Some Enchanted Evening,27.1,57590,1990,5,6,Sunday,8.1,7.808,27.808,13
14,8.2,1638,1,14,1990-10-11,7F03,2,"Bart Gets an ""F""",33.6,59575,1990,10,3,Thursday,8.18,8.041,24.405,22
15,8.3,1588,2,15,1990-10-18,7F02,2,Simpson and Delilah,29.9,58553,1990,10,3,Thursday,8.14,8.041,24.405,22
16,8.2,1786,3,16,1990-10-25,7F04,2,Treehouse of Horror,27.4,130282,1990,10,3,Thursday,8.06,8.041,24.405,22
17,8.1,1457,4,17,1990-11-01,7F01,2,Two Cars in Every Garage and Three Eyes on Every Fish,26.1,64959,1990,11,3,Thursday,8.02,8.041,24.405,22
18,7.5,1381,5,18,1990-11-08,7F05,2,Dancin' Homer,26.1,49005,1990,11,3,Thursday,7.9,8.041,24.405,22
19,8.0,1366,6,19,1990-11-15,7F08,2,Dead Putting Society,25.4,50691,1990,11,3,Thursday,7.94,8.041,24.405,22
20,7.7,1324,7,20,1990-11-22,7F07,2,Bart vs. Thanksgiving,25.9,47539,1990,11,3,Thursday,7.94,8.041,24.405,22
21,8.4,1522,8,21,1990-12-06,7F06,2,Bart the Daredevil,26.2,57605,1990,12,3,Thursday,8.0,8.041,24.405,22
22,8.1,1402,9,22,1990-12-20,7F09,2,Itchy & Scratchy & Marge,22.2,55413,1990,12,3,Thursday,8.16,8.041,24.405,22
23,7.8,1340,10,23,1991-01-10,7F10,2,Bart Gets Hit by a Car,24.8,56486,1991,1,3,Thursday,8.26,8.041,24.405,22
24,8.8,1687,11,24,1991-01-24,7F12,2,"One Fish, Two Fish, Blowfish, Blue Fish",24.2,50206,1991,1,3,Thursday,8.18,8.041,24.405,22
25,8.2,1392,12,25,1991-01-31,7F11,2,The Way We Was,26.8,51182,1991,1,3,Thursday,8.06,8.041,24.405,22
26,8.0,1329,13,26,1991-02-07,7F13,2,Homer vs. Lisa and the 8th Commandment,26.2,58277,1991,2,3,Thursday,8.14,8.041,24.405,22
27,7.5,1241,14,27,1991-02-14,7F15,2,Principal Charming,23.9,46823,1991,2,3,Thursday,7.88,8.041,24.405,22
28,8.2,1413,15,28,1991-02-21,7F16,2,"Oh Brother, Where Art Thou?",26.8,47426,1991,2,3,Thursday,7.76,8.041,24.405,22
29,7.5,1264,16,29,1991-03-07,7F14,2,"Bart's Dog Gets an ""F""",23.9,47780,1991,3,3,Thursday,7.76,8.041,24.405,22
30,7.6,1243,17,30,1991-03-28,7F17,2,Old Money,21.2,44331,1991,3,3,Thursday,7.96,8.041,24.405,22
31,8.0,1257,18,31,1991-04-11,7F18,2,Brush with Greatness,20.6,58561,1991,4,3,Thursday,7.9,8.041,24.405,22
32,8.5,1684,19,32,1991-04-25,7F19,2,Lisa's Substitute,17.7,52770,1991,4,3,Thursday,8.08,8.041,24.405,22
33,7.9,1246,20,33,1991-05-02,7F20,2,The War of the Simpsons,19.7,51997,1991,5,3,Thursday,8.16,8.041,24.405,22
34,8.4,1379,21,34,1991-05-09,7F21,2,Three Men and a Comic Book,21.0,50403,1991,5,3,Thursday,8.28,8.041,24.405,22
35,8.0,1223,22,35,1991-07-11,7F22,2,Blood Feud,17.3,52829,1991,7,3,Thursday,8.12,8.041,24.405,22
36,8.6,1798,1,36,1991-09-19,7F24,3,Stark Raving Dad,22.9,55238,1991,9,3,Thursday,8.18,8.154,21.767,24
37,7.7,1274,2,37,1991-09-26,8F01,3,Mr. Lisa Goes to Washington,20.2,52098,1991,9,3,Thursday,8.24,8.154,21.767,24
38,8.2,1302,3,38,1991-10-03,7F23,3,When Flanders Failed,22.8,53499,1991,10,3,Thursday,8.34,8.154,21.767,24
39,8.7,1446,4,39,1991-10-10,8F03,3,Bart the Murderer,20.8,64342,1991,10,3,Thursday,8.16,8.154,21.767,24
40,8.5,1452,5,40,1991-10-17,8F04,3,Homer Defined,20.6,50601,1991,10,3,Thursday,8.26,8.154,21.767,24
41,7.7,1262,6,41,1991-10-24,8F05,3,"Like Father, Like Clown",20.2,45586,1991,10,3,Thursday,8.2,8.154,21.767,24
42,8.2,1369,7,42,1991-10-31,8F02,3,Treehouse of Horror II,20.0,103012,1991,10,3,Thursday,8.04,8.154,21.767,24
43,7.9,1243,8,43,1991-11-07,8F06,3,Lisa's Pony,23.0,53093,1991,11,3,Thursday,8.1,8.154,21.767,24
44,7.9,1194,9,44,1991-11-14,8F07,3,Saturdays of Thunder,24.7,55808,1991,11,3,Thursday,8.2,8.154,21.767,24
45,8.8,1618,10,45,1991-11-21,8F08,3,Flaming Moe's,23.9,58968,1991,11,3,Thursday,8.2,8.154,21.767,24
46,8.2,1291,11,46,1991-12-05,8F09,3,Burns Verkaufen der Kraftwerk,21.1,55987,1991,12,3,Thursday,8.32,8.154,21.767,24
47,8.2,1213,12,47,1991-12-26,8F10,3,I Married Marge,21.9,47880,1991,12,3,Thursday,8.34,8.154,21.767,24
48,8.5,1365,13,48,1992-01-09,8F11,3,Radio Bart,24.2,58919,1992,1,3,Thursday,8.18,8.154,21.767,24
49,8.0,1179,14,49,1992-01-23,8F12,3,Lisa the Greek,23.2,49457,1992,1,3,Thursday,8.2,8.154,21.767,24
50,8.0,1176,15,50,1992-02-06,8F14,3,Homer Alone,23.7,58991,1992,2,3,Thursday,8.28,8.154,21.767,24
51,8.3,1272,16,51,1992-02-13,8F16,3,Bart the Lover,20.5,53123,1992,2,3,Thursday,8.22,8.154,21.767,24
52,8.6,1637,17,52,1992-02-20,8F13,3,Homer at the Bat,24.6,72378,1992,2,3,Thursday,8.16,8.154,21.767,24
53,8.2,1201,18,53,1992-02-27,8F15,3,Separate Vocations,23.7,61508,1992,2,3,Thursday,8.14,8.154,21.767,24
54,7.7,1165,19,54,1992-03-12,8F17,3,Dog of Death,23.4,49665,1992,3,3,Thursday,8.12,8.154,21.767,24
55,7.9,1233,20,55,1992-03-26,8F19,3,Colonel Homer,25.5,46901,1992,3,3,Thursday,7.94,8.154,21.767,24
56,8.2,1233,21,56,1992-04-09,8F20,3,Black Widower,17.3,57582,1992,4,3,Thursday,7.86,8.154,21.767,24
57,7.7,1176,22,57,1992-04-23,8F21,3,The Otto Show,17.5,50068,1992,4,3,Thursday,7.96,8.154,21.767,24
58,7.8,1160,23,58,1992-05-07,8F22,3,Bart's Friend Falls in Love,19.5,48058,1992,5,3,Thursday,8.06,8.154,21.767,24
59,8.2,1227,24,59,1992-08-27,8F23,3,"Brother, Can You Spare Two Dimes?",17.2,50936,1992,8,3,Thursday,8.04,8.154,21.767,24
60,8.4,1414,1,60,1992-09-24,8F24,4,Kamp Krusty,21.8,67081,1992,9,3,Thursday,8.3,8.268,22.395,22
61,8.1,1339,2,61,1992-10-01,8F18,4,A Streetcar Named Marge,18.3,54487,1992,10,3,Thursday,8.3,8.268,22.395,22
62,9.0,1747,3,62,1992-10-08,9F01,4,Homer the Heretic,19.3,64605,1992,10,3,Thursday,8.34,8.268,22.395,22
63,7.8,1194,4,63,1992-10-15,9F02,4,Lisa the Beauty Queen,19.0,52203,1992,10,3,Thursday,8.3,8.268,22.395,22
64,8.4,1394,5,64,1992-10-29,9F04,4,Treehouse of Horror III,25.1,108171,1992,10,3,Thursday,8.24,8.268,22.395,22
65,8.2,1293,6,65,1992-11-03,9F03,4,Itchy & Scratchy: The Movie,20.1,55740,1992,11,1,Tuesday,8.08,8.268,22.395,22
66,7.8,1163,7,66,1992-11-05,9F05,4,Marge Gets a Job,22.9,69527,1992,11,3,Thursday,8.28,8.268,22.395,22
67,8.2,1240,8,67,1992-11-12,9F06,4,New Kid on the Block,23.1,54557,1992,11,3,Thursday,8.3,8.268,22.395,22
68,8.8,1595,9,68,1992-11-19,9F07,4,Mr. Plow,24.0,63564,1992,11,3,Thursday,8.4,8.268,22.395,22
69,8.5,1350,10,69,1992-12-03,9F08,4,Lisa's First Word,28.6,62070,1992,12,3,Thursday,8.64,8.268,22.395,22
70,8.7,1445,11,70,1992-12-17,9F09,4,Homer's Triple Bypass,23.6,57400,1992,12,3,Thursday,8.6,8.268,22.395,22
71,9.0,2028,12,71,1993-01-14,9F10,4,Marge vs. the Monorail,23.0,88171,1993,1,3,Thursday,8.46,8.268,22.395,22
72,8.0,1153,13,72,1993-01-21,9F11,4,Selma's Choice,24.5,56396,1993,1,3,Thursday,8.42,8.268,22.395,22
73,8.1,1176,14,73,1993-02-04,9F12,4,Brother from the Same Planet,23.8,59040,1993,2,3,Thursday,8.34,8.268,22.395,22
74,8.3,1268,15,74,1993-02-11,9F13,4,I Love Lisa,25.2,62309,1993,2,3,Thursday,8.34,8.268,22.395,22
75,8.3,1209,16,75,1993-02-18,9F14,4,Duffless,25.7,84874,1993,2,3,Thursday,8.18,8.268,22.395,22
76,9.0,1827,17,76,1993-03-11,9F15,4,Last Exit to Springfield,22.4,71907,1993,3,3,Thursday,8.18,8.268,22.395,22
77,7.2,1105,18,77,1993-04-01,9F17,4,So It's Come to This: A Simpsons Clip Show,25.5,49139,1993,4,3,Thursday,8.14,8.268,22.395,22
78,8.1,1122,19,78,1993-04-15,9F16,4,The Front,20.1,53404,1993,4,3,Thursday,8.02,8.268,22.395,22
79,8.1,1234,20,79,1993-04-29,9F18,4,Whacking Day,20.0,60739,1993,4,3,Thursday,7.86,8.268,22.395,22
80,7.7,1080,21,80,1993-05-06,9F20,4,Marge in Chains,17.3,68692,1993,5,3,Thursday,8.1,8.268,22.395,22
81,8.2,1269,22,81,1993-05-13,9F19,4,Krusty Gets Kancelled,19.4,59948,1993,5,3,Thursday,8.28,8.268,22.395,22
82,8.4,1416,1,82,1993-09-30,9F21,5,Homer's Barbershop Quartet,19.9,58390,1993,9,3,Thursday,8.38,8.336,18.941,22
83,9.0,2010,2,83,1993-10-07,9F22,5,Cape Feare,20.0,65585,1993,10,3,Thursday,8.62,8.336,18.941,22
84,8.6,1476,3,84,1993-10-14,1F02,5,Homer Goes to College,18.1,64802,1993,10,3,Thursday,8.72,8.336,18.941,22
85,8.9,1479,4,85,1993-10-21,1F01,5,Rosebud,19.5,57149,1993,10,3,Thursday,8.64,8.336,18.941,22
86,8.7,1437,5,86,1993-10-28,1F04,5,Treehouse of Horror IV,24.0,110251,1993,10,3,Thursday,8.38,8.336,18.941,22
87,8.0,1132,6,87,1993-11-04,1F03,5,Marge on the Lam,21.7,53490,1993,11,3,Thursday,8.4,8.336,18.941,22
88,7.7,1085,7,88,1993-11-11,1F05,5,Bart's Inner Child,18.7,74139,1993,11,3,Thursday,8.3,8.336,18.941,22
89,8.7,1270,8,89,1993-11-18,1F06,5,Boy-Scoutz 'n the Hood,20.1,83238,1993,11,3,Thursday,8.26,8.336,18.941,22
90,8.4,1308,9,90,1993-12-09,1F07,5,The Last Temptation of Homer,20.6,59350,1993,12,3,Thursday,8.3,8.336,18.941,22
91,8.5,1274,10,91,1993-12-16,1F08,5,"$pringfield (or, How I Learned to Stop Worrying and Love Legalized Gambling)",17.9,82216,1993,12,3,Thursday,8.38,8.336,18.941,22
92,8.2,1202,11,92,1994-01-06,1F09,5,Homer the Vigilante,20.1,74673,1994,1,3,Thursday,8.3,8.336,18.941,22
93,8.1,1123,12,93,1994-02-03,1F11,5,Bart Gets Famous,20.0,66267,1994,2,3,Thursday,8.26,8.336,18.941,22
94,8.3,1171,13,94,1994-02-10,1F10,5,Homer and Apu,21.8,58716,1994,2,3,Thursday,8.32,8.336,18.941,22
95,8.2,1187,14,95,1994-02-17,1F12,5,Lisa vs. Malibu Stacy,20.5,61715,1994,2,3,Thursday,8.38,8.336,18.941,22
96,8.8,1505,15,96,1994-02-24,1F13,5,Deep Space Homer,18.2,75439,1994,2,3,Thursday,8.34,8.336,18.941,22
97,8.5,1191,16,97,1994-03-17,1F14,5,Homer Loves Flanders,18.0,69996,1994,3,3,Thursday,8.36,8.336,18.941,22
98,7.9,1116,17,98,1994-03-31,1F15,5,Bart Gets an Elephant,17.0,63427,1994,3,3,Thursday,8.4,8.336,18.941,22
99,8.4,1143,18,99,1994-04-14,1F16,5,Burns' Heir,14.7,81678,1994,4,3,Thursday,8.28,8.336,18.941,22
100,8.4,1118,19,100,1994-04-28,1F18,5,Sweet Seymour Skinner's Baadasssss Song,19.7,66406,1994,4,3,Thursday,8.08,8.336,18.941,22
101,8.2,1103,20,101,1994-05-05,1F19,5,The Boy Who Knew Too Much,15.5,74427,1994,5,3,Thursday,8.1,8.336,18.941,22
102,7.5,1014,21,102,1994-05-12,1F21,5,Lady Bouvier's Lover,15.1,59503,1994,5,3,Thursday,8.14,8.336,18.941,22
103,8.0,1060,22,103,1994-05-19,1F20,5,Secrets of a Successful Marriage,15.6,67959,1994,5,3,Thursday,8.08,8.336,18.941,22
104,8.6,1330,1,104,1994-09-04,1F22,6,Bart of Darkness,15.1,65126,1994,9,6,Sunday,7.64,8.312,15.596,25
105,8.1,1156,2,105,1994-09-11,1F17,6,Lisa's Rival,16.7,54225,1994,9,6,Sunday,7.84,8.312,15.596,25
106,6.0,1051,3,106,1994-09-25,2F33,6,Another Simpsons Clip Show,13.5,42576,1994,9,6,Sunday,7.9,8.312,15.596,25
107,8.5,1277,4,107,1994-10-02,2F01,6,Itchy & Scratchy Land,14.8,72722,1994,10,6,Sunday,7.98,8.312,15.596,25
108,8.3,1142,5,108,1994-10-09,2F02,6,Sideshow Bob Roberts,14.4,76932,1994,10,6,Sunday,7.96,8.312,15.596,25
109,9.0,1690,6,109,1994-10-30,2F03,6,Treehouse of Horror V,22.2,119295,1994,10,6,Sunday,8.44,8.312,15.596,25
110,8.0,1150,7,110,1994-11-06,2F04,6,Bart's Girlfriend,15.3,62450,1994,11,6,Sunday,8.54,8.312,15.596,25
111,8.4,1236,8,111,1994-11-13,2F05,6,Lisa on Ice,17.9,63564,1994,11,6,Sunday,8.48,8.312,15.596,25
112,9.0,1655,9,112,1994-11-27,2F06,6,Homer Badman,17.0,71577,1994,11,6,Sunday,8.24,8.312,15.596,25
113,8.0,1060,10,113,1994-12-04,2F07,6,Grampa vs. Sexual Inadequacy,14.1,64719,1994,12,6,Sunday,8.42,8.312,15.596,25
114,7.8,1100,11,114,1994-12-18,2F08,6,Fear of Flying,15.6,61569,1994,12,6,Sunday,8.44,8.312,15.596,25
115,8.9,1457,12,115,1995-01-08,2F09,6,Homer the Great,20.1,71002,1995,1,6,Sunday,8.36,8.312,15.596,25
116,8.5,1284,13,116,1995-01-22,2F10,6,And Maggie Makes Three,17.3,63051,1995,1,6,Sunday,8.46,8.312,15.596,25
117,8.6,1221,14,117,1995-02-05,2F11,6,Bart's Comet,18.7,67619,1995,2,6,Sunday,8.6,8.312,15.596,25
118,8.5,1254,15,118,1995-02-12,2F12,6,Homie the Clown,17.6,73123,1995,2,6,Sunday,8.4,8.312,15.596,25
119,8.5,1353,16,119,1995-02-19,2F13,6,Bart vs. Australia,15.1,80724,1995,2,6,Sunday,8.4,8.312,15.596,25
120,7.9,1006,17,120,1995-02-26,2F14,6,Homer vs. Patty and Selma,18.9,60599,1995,2,6,Sunday,8.34,8.312,15.596,25
121,8.5,1223,18,121,1995-03-05,2F31,6,A Star Is Burns,14.4,71936,1995,3,6,Sunday,8.26,8.312,15.596,25
122,8.3,1190,19,122,1995-03-19,2F15,6,Lisa's Wedding,14.4,74266,1995,3,6,Sunday,8.18,8.312,15.596,25
123,8.1,1051,20,123,1995-04-09,2F18,6,Two Dozen and One Greyhounds,11.6,62323,1995,4,6,Sunday,8.26,8.312,15.596,25
124,8.1,1004,21,124,1995-04-16,2F19,6,The PTA Disbands,11.8,74788,1995,4,6,Sunday,8.2,8.312,15.596,25
125,8.3,1084,22,125,1995-04-30,2F32,6,'Round Springfield,12.6,56001,1995,4,6,Sunday,8.26,8.312,15.596,25
126,8.2,1003,23,126,1995-05-07,2F21,6,The Springfield Connection,12.7,79777,1995,5,6,Sunday,8.46,8.312,15.596,25
127,8.6,1285,24,127,1995-05-14,2F22,6,Lemon of Troy,13.1,70698,1995,5,6,Sunday,8.62,8.312,15.596,25
128,9.1,1619,25,128,1995-05-21,2F16,6,Who Shot Mr. Burns? (Part One),15.0,86070,1995,5,6,Sunday,8.62,8.312,15.596,25
129,8.9,1497,1,129,1995-09-17,2F20,7,Who Shot Mr. Burns? (Part Two),16.0,67579,1995,9,6,Sunday,8.64,8.324,14.66,25
130,8.3,1172,2,130,1995-09-24,2F17,7,Radioactive Man,15.7,62390,1995,9,6,Sunday,8.66,8.324,14.66,25
131,8.3,1088,3,131,1995-10-01,3F01,7,Home Sweet Homediddly-Dum-Doodily,14.5,70120,1995,10,6,Sunday,8.54,8.324,14.66,25
132,8.7,1354,4,132,1995-10-08,3F02,7,Bart Sells His Soul,14.8,65333,1995,10,6,Sunday,8.46,8.324,14.66,25
133,8.5,1288,5,133,1995-10-15,3F03,7,Lisa the Vegetarian,14.6,69245,1995,10,6,Sunday,8.6,8.324,14.66,25
134,8.5,1304,6,134,1995-10-29,3F04,7,Treehouse of Horror VI,19.7,110342,1995,10,6,Sunday,8.64,8.324,14.66,25
135,9.0,1633,7,135,1995-11-05,3F05,7,King-Size Homer,17.0,81426,1995,11,6,Sunday,8.5,8.324,14.66,25
136,8.5,1226,8,136,1995-11-19,3F06,7,Mother Simpson,15.3,61085,1995,11,6,Sunday,8.3,8.324,14.66,25
137,8.0,1023,9,137,1995-11-26,3F08,7,Sideshow Bob's Last Gleaming,14.2,61246,1995,11,6,Sunday,8.26,8.324,14.66,25
138,7.5,1038,10,138,1995-12-03,3F31,7,The Simpsons 138th Episode Spectacular,16.4,56153,1995,12,6,Sunday,8.12,8.324,14.66,25
139,8.3,1146,11,139,1995-12-17,3F07,7,Marge Be Not Proud,16.7,68970,1995,12,6,Sunday,8.16,8.324,14.66,25
140,8.3,1064,12,140,1996-01-07,3F10,7,Team Homer,16.7,72268,1996,1,6,Sunday,8.1,8.324,14.66,25
141,8.7,1264,13,141,1996-01-14,3F09,7,Two Bad Neighbors,16.5,64224,1996,1,6,Sunday,8.14,8.324,14.66,25
142,7.7,962,14,142,1996-02-04,3F11,7,Scenes from the Class Struggle in Springfield,14.4,58572,1996,2,6,Sunday,8.1,8.324,14.66,25
143,7.7,954,15,143,1996-02-11,3F12,7,Bart the Fink,15.0,71230,1996,2,6,Sunday,8.22,8.324,14.66,25
144,8.1,1039,16,144,1996-02-18,3F13,7,Lisa the Iconoclast,13.4,58795,1996,2,6,Sunday,8.08,8.324,14.66,25
145,8.9,1609,17,145,1996-02-25,3F14,7,Homer the Smithers,14.1,68354,1996,2,6,Sunday,8.18,8.324,14.66,25
146,8.0,1016,18,146,1996-03-17,3F16,7,The Day the Violence Died,14.4,57809,1996,3,6,Sunday,8.36,8.324,14.66,25
147,8.2,1103,19,147,1996-03-24,3F15,7,A Fish Called Selma,12.9,57830,1996,3,6,Sunday,8.5,8.324,14.66,25
148,8.6,1110,20,148,1996-03-31,3F17,7,Bart on the Road,11.8,70913,1996,3,6,Sunday,8.38,8.324,14.66,25
149,8.8,1393,21,149,1996-04-14,3F18,7,22 Short Films About Springfield,10.5,66536,1996,4,6,Sunday,8.38,8.324,14.66,25
150,8.3,1122,22,150,1996-04-28,3F19,7,"Raging Abe Simpson and His Grumbling Grandson in ""The Curse of the Flying Hellfish""",13.0,69120,1996,4,6,Sunday,8.4,8.324,14.66,25
151,8.0,995,23,151,1996-05-05,3F20,7,Much Apu About Nothing,11.3,75618,1996,5,6,Sunday,8.28,8.324,14.66,25
153,8.3,1119,25,153,1996-05-19,3F22,7,Summer of 4 Ft. 2,14.7,65847,1996,5,6,Sunday,8.18,8.324,14.66,25
152,8.0,1095,24,152,1996-05-19,3F21,7,Homerpalooza,12.9,60569,1996,5,6,Sunday,8.36,8.324,14.66,25
154,8.3,1186,1,154,1996-10-27,4F02,8,Treehouse of Horror VII,18.3,102077,1996,10,6,Sunday,8.36,8.22,14.6,25
155,9.2,2439,2,155,1996-11-03,3F23,8,You Only Move Twice,13.9,79609,1996,11,6,Sunday,8.24,8.22,14.6,25
156,8.0,1085,3,156,1996-11-10,4F03,8,The Homer They Fall,17.0,61146,1996,11,6,Sunday,8.28,8.22,14.6,25
157,7.7,1079,4,157,1996-11-17,4F05,8,"Burns, Baby Burns",12.6,55497,1996,11,6,Sunday,8.22,8.22,14.6,25
158,8.2,1098,5,158,1996-11-24,4F06,8,Bart After Dark,14.1,60210,1996,11,6,Sunday,7.94,8.22,14.6,25
159,8.0,1008,6,159,1996-12-01,4F04,8,A Milhouse Divided,12.8,60956,1996,12,6,Sunday,8.1,8.22,14.6,25
160,7.8,1005,7,160,1996-12-15,4F01,8,Lisa's Date with Density,,60912,1996,12,6,Sunday,8.26,8.22,14.6,25
161,8.8,1268,8,161,1996-12-29,4F07,8,Hurricane Neddy,,66281,1996,12,6,Sunday,8.42,8.22,14.6,25
162,8.5,1383,9,162,1997-01-05,3F24,8,El Viaje Misterioso de Nuestro Jomer (The Mysterious Voyage of Homer),14.9,64743,1997,1,6,Sunday,8.38,8.22,14.6,25
163,9.0,1793,10,163,1997-01-12,3G01,8,The Springfield Files,20.9,69555,1997,1,6,Sunday,8.54,8.22,14.6,25
164,7.8,998,11,164,1997-01-19,4F08,8,The Twisted World of Marge Simpson,14.0,71813,1997,1,6,Sunday,8.32,8.22,14.6,25
165,8.6,1137,12,165,1997-02-02,4F10,8,Mountain of Madness,9.1,60763,1997,2,6,Sunday,8.2,8.22,14.6,25
166,7.7,1088,13,166,1997-02-07,3G03,8,Simpsoncalifragilisticexpiala(Annoyed Grunt)cious,17.7,57608,1997,2,4,Friday,8.18,8.22,14.6,25
167,7.9,1079,14,167,1997-02-09,4F12,8,The Itchy & Scratchy & Poochie Show,15.5,58581,1997,2,6,Sunday,8.26,8.22,14.6,25
168,8.9,1666,15,168,1997-02-16,4F11,8,Homer's Phobia,15.3,63355,1997,2,6,Sunday,8.16,8.22,14.6,25
169,8.2,1100,16,169,1997-02-23,4F14,8,Brother from Another Series,15.1,56659,1997,2,6,Sunday,8.36,8.22,14.6,25
170,8.1,1020,17,170,1997-03-02,4F13,8,"My Sister, My Sitter",15.1,54247,1997,3,6,Sunday,8.42,8.22,14.6,25
171,8.7,1330,18,171,1997-03-16,4F15,8,Homer vs. the Eighteenth Amendment,14.6,83561,1997,3,6,Sunday,8.18,8.22,14.6,25
172,8.2,995,19,172,1997-04-06,4F09,8,Grade School Confidential,13.3,60584,1997,4,6,Sunday,8.12,8.22,14.6,25
173,7.7,913,20,173,1997-04-13,4F16,8,The Canine Mutiny,,54155,1997,4,6,Sunday,8.1,8.22,14.6,25
174,7.9,967,21,174,1997-04-20,4F17,8,The Old Man and the Lisa,14.0,56833,1997,4,6,Sunday,8.2,8.22,14.6,25
175,8.0,973,22,175,1997-04-27,4F18,8,In Marge We Trust,16.9,59088,1997,4,6,Sunday,8.02,8.22,14.6,25
176,9.2,2256,23,176,1997-05-04,4F19,8,Homer's Enemy,11.8,74177,1997,5,6,Sunday,8.04,8.22,14.6,25
177,7.3,1006,24,177,1997-05-11,4F20,8,The Simpsons Spin-Off Showcase,11.6,57926,1997,5,6,Sunday,8.28,8.22,14.6,25
178,7.8,967,25,178,1997-05-18,4F21,8,The Secret War of Lisa Simpson,12.7,59196,1997,5,6,Sunday,8.16,8.22,14.6,25
179,9.1,1918,1,179,1997-09-21,4F22,9,The City of New York vs. Homer Simpson,10.5,62962,1997,9,6,Sunday,7.94,7.844,10.008,25
180,7.4,1158,2,180,1997-09-28,4F23,9,The Principal and the Pauper,14.9,48414,1997,9,6,Sunday,8.1,7.844,10.008,25
181,8.1,980,3,181,1997-10-19,3G02,9,Lisa's Sax,12.9,20008,1997,10,6,Sunday,8.18,7.844,10.008,25
182,8.1,1019,4,182,1997-10-26,5F02,9,Treehouse of Horror VIII,10.9,30963,1997,10,6,Sunday,7.9,7.844,10.008,25
183,8.2,1081,5,183,1997-11-02,5F01,9,The Cartridge Family,10.3,30921,1997,11,6,Sunday,7.96,7.844,10.008,25
184,7.7,925,6,184,1997-11-09,5F03,9,Bart Star,10.6,31033,1997,11,6,Sunday,7.94,7.844,10.008,25
185,7.7,905,7,185,1997-11-16,5F04,9,The Two Mrs. Nahasapeemapetilons,11.4,19419,1997,11,6,Sunday,7.82,7.844,10.008,25
186,8.0,978,8,186,1997-11-23,5F05,9,Lisa the Skeptic,9.3,22318,1997,11,6,Sunday,7.7,7.844,10.008,25
187,7.5,888,9,187,1997-12-07,5F06,9,Realty Bites,10.6,25183,1997,12,6,Sunday,7.18,7.844,10.008,25
188,7.6,958,10,188,1997-12-21,5F07,9,Miracle on Evergreen Terrace,9.6,19899,1997,12,6,Sunday,7.18,7.844,10.008,25
189,5.1,1119,11,189,1998-01-04,5F24,9,"All Singing, All Dancing",8.9,15780,1998,1,6,Sunday,7.22,7.844,10.008,25
190,7.7,938,12,190,1998-01-11,5F08,9,Bart Carny,11.7,22426,1998,1,6,Sunday,7.34,7.844,10.008,25
191,8.2,1042,13,191,1998-02-08,5F23,9,The Joy of Sect,9.4,27710,1998,2,6,Sunday,7.32,7.844,10.008,25
192,8.1,1036,14,192,1998-02-15,5F11,9,Das Bus,9.6,32487,1998,2,6,Sunday,7.82,7.844,10.008,25
193,7.5,878,15,193,1998-02-22,5F10,9,The Last Temptation of Krust,9.5,20298,1998,2,6,Sunday,7.88,7.844,10.008,25
194,7.6,887,16,194,1998-03-01,5F12,9,Dumbbell Indemnity,10.3,21214,1998,3,6,Sunday,7.8,7.844,10.008,25
195,8.0,957,17,195,1998-03-08,4F24,9,Lisa the Simpson,10.4,21608,1998,3,6,Sunday,7.84,7.844,10.008,25
196,7.8,906,18,196,1998-03-22,5F13,9,This Little Wiggy,8.9,20739,1998,3,6,Sunday,7.92,7.844,10.008,25
197,8.3,1026,19,197,1998-03-29,3G04,9,Simpson Tide,9.0,23127,1998,3,6,Sunday,7.98,7.844,10.008,25
