character_id,name,normalized_name,gender
7,Children,children,unknown
12,Mechanical Santa,mechanical santa,unknown
13,Tattoo Man,tattoo man,unknown
16,DOCTOR ZITSOFSKY,doctor zitsofsky,unknown
20,Students,students,unknown
24,Little Boy,little boy,unknown
26,Lewis Clark,lewis clark,unknown
27,Little Girl,little girl,unknown
29,Bubbles,bubbles,unknown
30,Moldy,moldy,unknown
34,Ticket Seller,ticket seller,unknown
35,Elf #1,elf 1,unknown
36,Elves,elves,unknown
37,Dog's Owner,dogs owner,unknown
39,Kids,kids,unknown
41,Conductor,conductor,unknown
42,Secretary,secretary,unknown
46,Sydney,sydney,unknown
47,Cecile Shapiro,cecile shapiro,unknown
48,Ian,ian,unknown
49,Calvin,calvin,unknown
50,"Martin Prince, Sr.",martin prince sr,unknown
51,Richard,richard,unknown
53,Wendell Borton,wendell borton,unknown
57,Smilin' Joe Fission,smilin joe fission,unknown
58,Rod #1,rod 1,unknown
59,Rod #2,rod 2,unknown
60,RODS,rods,unknown
61,Workman #1,workman 1,unknown
62,Foreman,foreman,unknown
63,TERRI & SHERRI,terri sherri,unknown
64,PUNK TEENAGER,punk teenager,unknown
65,Tv Announcer #1,tv announcer 1,unknown
66,Tv Announcer #2,tv announcer 2,unknown
67,Jingle Chorus,jingle chorus,unknown
68,Sylvia Winfield,sylvia winfield,unknown
69,Old Man Winfield,old man winfield,unknown
70,Councilman #1,councilman 1,unknown
72,Councilman #2,councilman 2,unknown
73,COUNCILMEN #1/#2,councilmen 12,unknown
74,Demonstrator #1,demonstrator 1,unknown
75,Crowd,crowd,unknown
76,MR. GAMMILL,mr gammill,unknown
77,TOM,tom,unknown
78,Mrs. Long,mrs long,unknown
79,Wife #1,wife 1,unknown
80,Wife #2,wife 2,unknown
81,Other Women,other women,unknown
82,Nice Father,nice father,unknown
83,Nice Boy,nice boy,unknown
84,NICE GIRL,nice girl,unknown
85,Nice Mother,nice mother,unknown
86,NICE FAMILY,nice family,unknown
87,Williams Boy,williams boy,unknown
88,Mr. Williams,mr williams,unknown
89,BOXING ANNOUNCER,boxing announcer,unknown
92,TV-STATION ANNOUNCER,tv-station announcer,unknown
93,Tv Wife,tv wife,unknown
94,Tv Husband,tv husband,unknown
95,Small Boy,small boy,unknown
97,Pawn Broker,pawn broker,unknown
99,Homer-ish Husband,homer-ish husband,unknown
100,Weasel #1,weasel 1,unknown
102,ALL AT THE TABLE,all at the table,unknown
103,Kid,kid,unknown
104,Weasel #2,weasel 2,unknown
105,Maggie Simpson,maggie simpson,unknown
106,Homer's Image,homers image,unknown
107,Elderly Gentleman,elderly gentleman,unknown
109,All,all,unknown
1,Marge Simpson,marge simpson,f
8,Bart Simpson,bart simpson,m
9,Lisa Simpson,lisa simpson,f
17,Moe Szyslak,moe szyslak,m
3,Seymour Skinner,seymour skinner,m
11,Ned Flanders,ned flanders,m
31,Grampa Simpson,grampa simpson,m
71,Chief Wiggum,chief wiggum,m
25,Milhouse Van Houten,milhouse van houten,m
14,Waylon Smithers,waylon smithers,m
101,Nelson Muntz,nelson muntz,m
40,Edna Krabappel-Flanders,edna krabappel-flanders,f
33,Announcer,announcer,m
22,Selma Bouvier,selma bouvier,f
18,Barney Gumble,barney gumble,m
10,Patty Bouvier,patty bouvier,f
38,Martin Prince,martin prince,m
52,Otto Mann,otto mann,m
91,Lou,lou,m
5,Todd Flanders,todd flanders,m
96,Dr. Marvin Monroe,dr marvin monroe,m
43,Dr. J. Loren Pyror,dr j loren pyror,m
6,Dewey Largo,dewey largo,m
90,Eddie,eddie,m
21,Teacher,teacher,m
28,Clerk,clerk,m
32,Father,father,m
54,Sherri Mackleberry,sherri mackleberry,f
4,JANEY,janey,f
44,Ms. Melon,ms melon,f
19,Interviewer,interviewer,m
45,Ethan Foley,ethan foley,m
55,Terri Mackleberry,terri mackleberry,f
23,Voice,voice,m
98,Receptionist,receptionist,f
110,Ms. Barr,ms barr,unknown
113,Newsman,newsman,unknown
114,Barflies,barflies,unknown
116,Boy Onlooker,boy onlooker,unknown
117,Champ,champ,unknown
122,NED,ned,unknown
125,Homer's Canyon Echo,homers canyon echo,unknown
126,Camper Father,camper father,unknown
127,Camper Mother,camper mother,unknown
128,Photographer,photographer,unknown
129,Game Warden,game warden,unknown
130,Reporter #1,reporter 1,unknown
131,Reporter #2,reporter 2,unknown
132,Flunky,flunky,unknown
133,Map Boy,map boy,unknown
134,Man #1,man 1,unknown
135,Man #2,man 2,unknown
136,German Scientist,german scientist,unknown
137,Beautiful French Scientist,beautiful french scientist,unknown
138,English Scientist,english scientist,unknown
141,Announcer #1,announcer 1,unknown
142,Radio Announcer #1,radio announcer 1,unknown
143,Churchgoing Woman,churchgoing woman,unknown
147,Girl On Screen,girl on screen,unknown
148,Boy On Screen,boy on screen,unknown
149,Usher,usher,unknown
150,Mr. Dandy,mr dandy,unknown
151,Radio Announcer #3,radio announcer 3,unknown
152,Jebediah Springfield,jebediah springfield,unknown
154,TV ANNOUNCER #3 CONT'D,tv announcer 3 contd,unknown
155,Mob,mob,unknown
157,Waiters,waiters,unknown
158,1st Waiter Quartet,1st waiter quartet,unknown
159,2nd Waiter Quartet,2nd waiter quartet,unknown
160,3rd Waiter Quartet,3rd waiter quartet,unknown
161,4TH QUARTET OF WAITERS,4th quartet of waiters,unknown
162,Counter Guy,counter guy,unknown
164,HELEN,helen,unknown
166,Another Worker,another worker,unknown
167,Female Mail Carrier,female mail carrier,unknown
168,Mr. Fisk,mr fisk,unknown
169,Eugene Fisk,eugene fisk,unknown
172,Workers,workers,unknown
173,Princess Kashmir,princess kashmir,unknown
174,Hoyt,hoyt,unknown
175,Girl #1,girl 1,unknown
176,Boy #1,boy 1,unknown
177,All Kids,all kids,unknown
178,Freddie,freddie,unknown
179,Lewis's Dad,lewiss dad,unknown
180,Al,al,unknown
181,Happy Man,happy man,unknown
182,Funky Guy,funky guy,unknown
184,Man At Door,man at door,unknown
185,Ticket-seller,ticket-seller,unknown
186,Stage Manager,stage manager,unknown
188,Theatre-goer #1,theatre-goer 1,unknown
189,Theatre-goer #2,theatre-goer 2,unknown
190,Theatre-goer #3,theatre-goer 3,unknown
193,Steward,steward,unknown
195,Adil Hoxha,adil hoxha,unknown
196,UGOLIN,ugolin,unknown
198,Male Announcer,male announcer,unknown
199,Military Man,military man,unknown
200,MARGE & BART,marge bart,unknown
201,Gendarme,gendarme,unknown
202,Cia Agent #1,cia agent 1,unknown
203,Cia Agent #2,cia agent 2,unknown
204,Brad,brad,unknown
205,Female Announcer,female announcer,unknown
206,Brittany,brittany,unknown
207,ITCHY & SCRATCHY CHORUS,itchy scratchy chorus,unknown
209,Police Artist,police artist,unknown
210,Scott Christian,scott christian,unknown
212,Reporter #3,reporter 3,unknown
215,District Attorney,district attorney,unknown
216,Merchant,merchant,unknown
211,Kent Brockman,kent brockman,m
208,Apu Nahasapeemapetilon,apu nahasapeemapetilon,m
165,Lenny Leonard,lenny leonard,m
170,Carl Carlson,carl carlson,m
153,Sideshow Bob,sideshow bob,m
119,Ralph Wiggum,ralph wiggum,m
144,Jimbo Jones,jimbo jones,m
192,Agnes Skinner,agnes skinner,f
145,Kearney Zzyzwicz,kearney zzyzwicz,m
146,DOLPH,dolph,m
214,Judge Snyder,judge snyder,m
163,Jacques,jacques,m
124,Salesman,salesman,m
118,Woman,woman,f
121,Rod Flanders,rod flanders,m
183,Manager,manager,m
111,Bleeding Gums Murphy,bleeding gums murphy,m
123,Cowboy Bob,cowboy bob,m
112,Jacqueline Bouvier,jacqueline bouvier,f
171,Waiter,waiter,m
187,Gulliver Dark,gulliver dark,m
197,Cesar,cesar,m
120,Stan,stan,m
115,Cashier,cashier,m
191,Krusty Doll,krusty doll,m
213,Lawyer,lawyer,m
194,Mother,mother,f
217,Foreperson,foreperson,unknown
219,Merchandiser #1,merchandiser 1,unknown
220,Merchandiser #3,merchandiser 3,unknown
221,Kbbl Weatherman,kbbl weatherman,unknown
224,Screener,screener,unknown
225,Worker One,worker one,unknown
226,Florist,florist,unknown
227,Lucille Botzcowski,lucille botzcowski,unknown
228,Maitre D',maitre d,unknown
229,Doofy,doofy,unknown
230,U-Squeal Operator,u-squeal operator,unknown
231,Tv Reporter,tv reporter,unknown
233,Bart's Voice,barts voice,unknown
234,Krabappel's Mouth,krabappels mouth,unknown
235,GRANDMA,grandma,unknown
236,Nurse Farrell,nurse farrell,unknown
241,Entire Town,entire town,unknown
242,Thomas Jefferson,thomas jefferson,unknown
243,John Adams,john adams,unknown
244,Samuel Chase,samuel chase,unknown
245,Roger Sherman,roger sherman,unknown
246,Benjamin Franklin,benjamin franklin,unknown
247,Tv Host,tv host,unknown
248,Tv Contestant,tv contestant,unknown
249,Good-looking Man,good-looking man,unknown
250,Dr. H. Boyle,dr h boyle,unknown
251,Mr. Winfield,mr winfield,unknown
252,Mourners,mourners,unknown
253,Other Runner,other runner,unknown
254,Jake,jake,unknown
255,Woman Applicant,woman applicant,unknown
257,Man In Tuxedo,man in tuxedo,unknown
258,Executive #1,executive 1,unknown
259,Executive #3,executive 3,unknown
260,Moving Man,moving man,unknown
261,House,house,unknown
262,Kang,kang,unknown
263,Serak The Preparer,serak the preparer,unknown
264,Kodos,kodos,unknown
265,V.O.,vo,unknown
266,Raven,raven,unknown
267,Dave Shutton,dave shutton,unknown
268,Chief Inspector,chief inspector,unknown
269,Dean Danielson,dean danielson,unknown
271,DANEILSON,daneilson,unknown
274,OLD BEARDED GUY,old bearded guy,unknown
275,Charles Darwin,charles darwin,unknown
276,Singers,singers,unknown
277,MARY BAILEY,mary bailey,unknown
278,Investigator #1,investigator 1,unknown
279,Investigator #2,investigator 2,unknown
280,Investigator #3,investigator 3,unknown
281,Make-up Man,make-up man,unknown
282,Gregor,gregor,unknown
283,GAMMILL,gammill,unknown
284,FLASH,flash,unknown
285,Player #1,player 1,unknown
286,P.A. Announcer,pa announcer,unknown
288,Dan Hoard,dan hoard,unknown
289,Vendor,vendor,unknown
290,VENDER,vender,unknown
291,MR. O'HARA,mr ohara,unknown
292,Man On Bus,man on bus,unknown
293,Player #2,player 2,unknown
294,Rasta #1,rasta 1,unknown
295,Rasta #2,rasta 2,unknown
296,Supervisor,supervisor,unknown
297,Tony Bennett,tony bennett,unknown
298,Capital City Goofball,capital city goofball,unknown
299,Dave Glass,dave glass,unknown
300,First Wife #3,first wife 3,unknown
301,First Wife #1,first wife 1,unknown
302,Hot Dog Man,hot dog man,unknown
303,Spectator #1,spectator 1,unknown
304,Spectator #2,spectator 2,unknown
305,Spectator #3,spectator 3,unknown
306,Clubhouse Attendant,clubhouse attendant,unknown
307,Dave Rosenfield,dave rosenfield,unknown
310,Librarian,librarian,unknown
312,SENIOR CITIZENS,senior citizens,unknown
314,Announcer #2,announcer 2,unknown
315,Mrs. Spencer,mrs spencer,unknown
316,Security Guard #1,security guard 1,unknown
317,Casey,casey,unknown
318,Rory,rory,unknown
319,Transient,transient,unknown
320,Uncle Sam,uncle sam,unknown
321,Audience,audience,unknown
322,Tv Voice #1,tv voice 1,unknown
323,Tv Voice #2,tv voice 2,unknown
324,Tv Voice #3,tv voice 3,unknown
325,ALL THREE TV VOICES,all three tv voices,unknown
240,Mayor Joe Quimby,mayor joe quimby,m
308,Maude Flanders,maude flanders,f
309,Helen Lovejoy,helen lovejoy,f
273,Jasper Beardly,jasper beardly,m
311,Man,man,m
238,Marty,marty,m
272,TV Announcer,tv announcer,m
239,Bill,bill,m
218,Director,director,m
222,Arnie Pye,arnie pye,m
237,Nurse,nurse,f
256,Karl,karl,m
223,Radio Announcer,radio announcer,m
313,British Commentator,british commentator,m
270,DANIELSON,danielson,m
326,ALL 3 ANNOUNCERS,all 3 announcers,unknown
327,LARGO,largo,unknown
328,SCRAPER,scraper,unknown
329,CLARK,clark,unknown
333,SMYTHE,smythe,unknown
334,Itchy & Scratchy Singers,itchy scratchy singers,unknown
336,Her Group,her group,unknown
337,Animator,animator,unknown
338,1ST BOARD MEMBER,1st board member,unknown
339,2nd Board Member,2nd board member,unknown
340,Squirrel,squirrel,unknown
342,Scratchy,scratchy,unknown
343,Itchy,itchy,unknown
344,Curator,curator,unknown
348,Della,della,unknown
350,Bailiff,bailiff,unknown
352,BURNS LAWYER,burns lawyer,unknown
354,Sushi Bar Chefs,sushi bar chefs,unknown
355,Hostess,hostess,unknown
357,Toshiro,toshiro,unknown
358,Master,master,unknown
359,Richie Sakai,richie sakai,unknown
360,Cellmate,cellmate,unknown
361,Crazy Calls,crazy calls,unknown
362,Smitty,smitty,unknown
363,Larry King,larry king,unknown
364,LARRY KING V.O.,larry king vo,unknown
365,Bald One,bald one,unknown
366,Police Captain,police captain,unknown
368,Fat One,fat one,unknown
369,Kim,kim,unknown
371,Estelle,estelle,unknown
372,MCINTYRE,mcintyre,unknown
374,Mrs. Bloominstein,mrs bloominstein,unknown
375,Coach Flanagan,coach flanagan,unknown
376,Mr. Seckofsky,mr seckofsky,unknown
377,Mr. Bouvier,mr bouvier,unknown
378,Chauffeur,chauffeur,unknown
379,PRINCIPAL,principal,unknown
380,Homer The Thief,homer the thief,unknown
381,Hezron,hezron,unknown
382,Zohar,zohar,unknown
383,Moses,moses,unknown
384,Cable Guy,cable guy,unknown
385,Comic,comic,unknown
386,Woman #1,woman 1,unknown
387,Woman #2,woman 2,unknown
388,Mexican Announcer,mexican announcer,unknown
389,Representative,representative,unknown
390,Cockfight Announcer,cockfight announcer,unknown
391,Davey,davey,unknown
392,Goliath,goliath,unknown
394,Panelist #1,panelist 1,unknown
395,Blockbuster Announcer,blockbuster announcer,unknown
396,Top Hat Announcer,top hat announcer,unknown
397,Stock Reporter,stock reporter,unknown
398,Boxing Announcer #1,boxing announcer 1,unknown
399,Boxing Announcer #2,boxing announcer 2,unknown
400,Challenger,challenger,unknown
401,Referee,referee,unknown
402,Kindly Old Gent,kindly old gent,unknown
403,Stanley,stanley,unknown
405,Busboy,busboy,unknown
406,Australian Boy,australian boy,unknown
407,Australian Girl,australian girl,unknown
408,Jeweler,jeweler,unknown
409,Senator Mendoza,senator mendoza,unknown
410,Board Member,board member,unknown
411,Female Commando,female commando,unknown
412,Theatre Manager,theatre manager,unknown
413,Floozy,floozy,unknown
416,Attendant,attendant,unknown
418,Policeman,policeman,unknown
419,Executive #2,executive 2,unknown
420,Head Engineer,head engineer,unknown
421,Engineer #2,engineer 2,unknown
422,Engineer #3,engineer 3,unknown
423,Female Singer,female singer,unknown
424,Counter Man,counter man,unknown
425,Flanders's Thoughts,flanderss thoughts,unknown
428,Kelly,kelly,unknown
430,Father McGrath,father mcgrath,unknown
431,Salesboy,salesboy,unknown
432,Hula Woman,hula woman,unknown
434,BEA,bea,unknown
435,Checker,checker,unknown
332,Dr. Julius Hibbert,dr julius hibbert,m
404,Groundskeeper Willie,groundskeeper willie,m
426,Troy McClure,troy mcclure,m
347,Lionel Hutz,lionel hutz,m
417,HERB,herb,m
414,Mona Simpson,mona simpson,f
335,"Roger Meyers, Jr.",roger meyers jr,m
351,Blue-Haired Lawyer,blue-haired lawyer,m
349,Dr. Nick Riviera,dr nick riviera,m
373,Artie Ziff,artie ziff,m
353,Larry,larry,m
370,Principal Dondelinger,principal dondelinger,m
427,Emily,emily,f
356,Akira,akira,m
429,Jack,jack,m
330,Track Announcer,track announcer,m
346,Devil,devil,m
433,Farmer,farmer,m
345,Reporter,reporter,m
331,MURDOCK,murdock,m
437,Tracker,tracker,unknown
438,Mr. Hazelwood,mr hazelwood,unknown
439,Cabbie,cabbie,unknown
440,KENT,kent,unknown
441,MONROE,monroe,unknown
443,Old Man Daly,old man daly,unknown
444,Old Man McGrath,old man mcgrath,unknown
445,Plato,plato,unknown
446,Croupier,croupier,unknown
447,Recorded Announcer,recorded announcer,unknown
448,Old Woman In Line,old woman in line,unknown
449,Monitor #1,monitor 1,unknown
450,Monitor #2,monitor 2,unknown
451,Female Newscaster,female newscaster,unknown
452,Mr. Schindler,mr schindler,unknown
453,Student,student,unknown
454,Registrar,registrar,unknown
455,Professor Lombardo,professor lombardo,unknown
456,BART & LISA,bart lisa,unknown
457,Artist,artist,unknown
458,Delivery Man,delivery man,unknown
459,MR. BURNS' GEOMETRIC SHAPES,mr burns geometric shapes,unknown
460,RINGO,ringo,unknown
461,WETHERBY,wetherby,unknown
462,MRS. HOOVER,mrs hoover,unknown
463,Chuck,chuck,unknown
466,Classmate,classmate,unknown
467,Terri/sherri,terrisherri,unknown
468,Woman In Booth,woman in booth,unknown
469,Landlady,landlady,unknown
470,Kid Reporter,kid reporter,unknown
471,Husband Of Marge's Friend,husband of marges friend,unknown
472,Sophisticate #1,sophisticate 1,unknown
473,Sophisticate #2,sophisticate 2,unknown
474,Sophisticate #3,sophisticate 3,unknown
475,Sultan,sultan,unknown
476,Worm Man,worm man,unknown
480,Convict,convict,unknown
481,Customer,customer,unknown
482,DIAMOND JOE,diamond joe,unknown
483,Lost And Found Guy,lost and found guy,unknown
484,Radioactive Man,radioactive man,unknown
485,Fallout Boy,fallout boy,unknown
486,Convention Director,convention director,unknown
487,BUDDY,buddy,unknown
488,Dealer,dealer,unknown
489,Young Patty,young patty,unknown
490,Young Selma,young selma,unknown
492,Older Patty,older patty,unknown
493,Older Selma,older selma,unknown
494,Adult Narrator,adult narrator,unknown
495,Teller,teller,unknown
497,Asa,asa,unknown
498,Soap Actress,soap actress,unknown
499,Soap Actor,soap actor,unknown
500,Osvaldo,osvaldo,unknown
501,Mail Person,mail person,unknown
502,Roman,roman,unknown
503,Postal Worker,postal worker,unknown
505,Joey,joey,unknown
506,Guard #1,guard 1,unknown
507,Guard #2,guard 2,unknown
509,Psychiatrist,psychiatrist,unknown
510,Orderly,orderly,unknown
512,Floyd,floyd,unknown
513,Bart's Head,barts head,unknown
515,Voice On Phone,voice on phone,unknown
519,Leon Kompowsky,leon kompowsky,unknown
520,Minnesota Girl,minnesota girl,unknown
521,Alabama Boy,alabama boy,unknown
522,QUEENS BOY,queens boy,unknown
523,Female Judge,female judge,unknown
524,Dad,dad,unknown
525,Flight Attendant,flight attendant,unknown
527,Irs Man,irs man,unknown
528,Hotel Guest,hotel guest,unknown
529,Miss Crowley,miss crowley,unknown
530,Truong/maria,truongmaria,unknown
531,TRUONG,truong,unknown
532,MARIA,maria,unknown
534,Worker,worker,unknown
535,Guide,guide,unknown
536,Lobbyist,lobbyist,unknown
537,Arnold,arnold,unknown
538,Newlywed Wife,newlywed wife,unknown
539,White Trash Woman #1,white trash woman 1,unknown
540,Man #3,man 3,unknown
541,Old Timer,old timer,unknown
542,Guy,guy,unknown
543,Songster,songster,unknown
544,Page,page,unknown
545,Senator,senator,unknown
546,Oil Developer,oil developer,unknown
442,Professor Jonathan Frink,professor jonathan frink,m
518,Snake Jailbird,snake jailbird,m
464,Miss Hoover,miss hoover,f
465,BERGSTROM,bergstrom,m
511,MICHAEL,michael,m
526,Pilot,pilot,m
478,John,john,m
508,Host,host,m
436,Guard,guard,m
477,Gloria,gloria,f
479,Captain,captain,m
496,Mrs. Glick,mrs glick,f
516,Doctor,doctor,m
533,BARBARA,barbara,f
517,Dave,dave,m
514,Wiseguy,wiseguy,m
547,Agent,agent,unknown
548,Speaker,speaker,unknown
549,Majority Leader,majority leader,unknown
550,Everyone Else,everyone else,unknown
551,President,president,unknown
552,Foreign Dignitary,foreign dignitary,unknown
553,Paper Boy,paper boy,unknown
554,Sportscaster #1,sportscaster 1,unknown
555,Girl,girl,unknown
556,Neighborhood Guy,neighborhood guy,unknown
557,Homemaker,homemaker,unknown
558,Landscaper,landscaper,unknown
559,Choreographer,choreographer,unknown
560,George Washington,george washington,unknown
561,Video Voice,video voice,unknown
562,Man Shopper,man shopper,unknown
563,HOMER (CONT'D,homer contd,unknown
564,Collection Agent,collection agent,unknown
565,Wife,wife,unknown
566,Shoppers,shoppers,unknown
569,Legs,legs,unknown
571,Race Announcer,race announcer,unknown
572,Jack Larson,jack larson,unknown
573,Fbi Agent #1,fbi agent 1,unknown
574,Fbi Agent #2,fbi agent 2,unknown
575,Rival Gang Leader,rival gang leader,unknown
576,Psychic,psychic,unknown
577,Skinner Body,skinner body,unknown
578,Prosecuting Attorney,prosecuting attorney,unknown
579,Joe,joe,unknown
580,Neil,neil,unknown
581,Calm Woman,calm woman,unknown
582,Mr. Devereaux,mr devereaux,unknown
583,Margarita,margarita,unknown
584,Program Voices,program voices,unknown
586,Female Worker,female worker,unknown
587,Male Worker,male worker,unknown
588,Contestant,contestant,unknown
589,Magic Johnson,magic johnson,unknown
590,Aristotle,aristotle,unknown
592,Thought Bubble Barney,thought bubble barney,unknown
593,Female Voice,female voice,unknown
594,SCOTT,scott,unknown
595,Miss Lois Pennycandy,miss lois pennycandy,unknown
596,Sexy Female Recording,sexy female recording,unknown
597,PENNYCANDY,pennycandy,unknown
600,Rabbi #1,rabbi 1,unknown
601,Rowdy Rabbi,rowdy rabbi,unknown
602,Martian,martian,unknown
604,Caller,caller,unknown
605,MONSIGNOR DALEY,monsignor daley,unknown
606,Yiddle,yiddle,unknown
607,Rabbi #2,rabbi 2,unknown
608,Waitress,waitress,unknown
609,Stagehand,stagehand,unknown
610,Airport Announcer,airport announcer,unknown
611,Customs Agent,customs agent,unknown
612,Military Cops,military cops,unknown
613,English Diplomat,english diplomat,unknown
614,Argentine Diplomat,argentine diplomat,unknown
616,Female Office Worker,female office worker,unknown
617,Male Office Worker,male office worker,unknown
618,Townspeople,townspeople,unknown
619,Patrons,patrons,unknown
620,Vin Scully,vin scully,unknown
621,Kids In Audience,kids in audience,unknown
622,DR MONROE,dr monroe,unknown
623,Crypt Keeper Willie,crypt keeper willie,unknown
624,Robot,robot,unknown
625,Homer-Ape,homer-ape,unknown
627,Little Man,little man,unknown
628,Teenager,teenager,unknown
630,Baby Lisa,baby lisa,unknown
631,Salesclerk,salesclerk,unknown
632,Millicent,millicent,unknown
633,Female Clerk,female clerk,unknown
634,Kevin,kevin,unknown
635,Johnny Carson,johnny carson,unknown
636,Scoey,scoey,unknown
637,Teenage Clerk,teenage clerk,unknown
639,DAVE JR.,dave jr,unknown
640,Official,official,unknown
641,Voice From Trunk,voice from trunk,unknown
642,Ronnie,ronnie,unknown
643,DREDERICK,drederick,unknown
644,Wanda,wanda,unknown
646,Girls,girls,unknown
647,Patron #1,patron 1,unknown
648,Patron #2,patron 2,unknown
649,Collette,collette,unknown
650,HARV,harv,unknown
651,Bernard,bernard,unknown
653,Aerosmith,aerosmith,unknown
654,Steven Tyler,steven tyler,unknown
655,Joe Perry,joe perry,unknown
656,Brad Whitford,brad whitford,unknown
568,Fat Tony,fat tony,m
570,Louie,louie,m
598,Rabbi Hyman Krustofsky,rabbi hyman krustofsky,m
591,Luann Van Houten,luann van houten,f
615,Colonel,colonel,m
638,Football Announcer,football announcer,m
567,Executive,executive,m
603,D.J.,dj,m
645,Becky,becky,f
585,Instructor,instructor,m
652,Aide,aide,m
626,Lunchlady Doris,lunchlady doris,f
658,Everyone,everyone,unknown
659,Bartender,bartender,unknown
660,One-eyed Bartender,one-eyed bartender,unknown
661,Flowers,flowers,unknown
662,Tom Hamilton,tom hamilton,unknown
663,Joey Kramer,joey kramer,unknown
664,Snappy,snappy,unknown
665,Broker,broker,unknown
666,Hans,hans,unknown
667,Fritz,fritz,unknown
670,German Teacher,german teacher,unknown
671,Boxer,boxer,unknown
672,Mr. Thorson,mr thorson,unknown
673,Angel,angel,unknown
674,Patient,patient,unknown
675,Justice Of The Peace,justice of the peace,unknown
676,Groom,groom,unknown
677,Applicant #1,applicant 1,unknown
678,Applicant #2,applicant 2,unknown
679,Applicants,applicants,unknown
680,Tourist Kid,tourist kid,unknown
681,Tourist Dad,tourist dad,unknown
682,Boss,boss,unknown
683,Elderly Lady,elderly lady,unknown
684,Repo Man,repo man,unknown
685,Driver,driver,unknown
686,M.C.,mc,unknown
687,Boy,boy,unknown
688,Operator,operator,unknown
689,Barber,barber,unknown
690,Rosarita,rosarita,unknown
691,Weasel,weasel,unknown
692,Robot Weasel,robot weasel,unknown
693,Señor Beaver-otti,señor beaver-otti,unknown
694,Robot Animals,robot animals,unknown
695,Fat Cop,fat cop,unknown
696,Falcon Man,falcon man,unknown
697,Sailor,sailor,unknown
698,Sting,sting,unknown
700,Choir,choir,unknown
701,Souvenir Hawker,souvenir hawker,unknown
702,Station Announcer,station announcer,unknown
703,Old Lady #1,old lady 1,unknown
704,Bret,bret,unknown
705,JIMMY,jimmy,unknown
706,Sportscaster,sportscaster,unknown
707,Coach,coach,unknown
708,Football Announcer #2,football announcer 2,unknown
709,Player,player,unknown
710,Marco,marco,unknown
711,Box,box,unknown
712,Nutty Comedian,nutty comedian,unknown
713,Alien,alien,unknown
714,Duff Announcer,duff announcer,unknown
716,Nick #2,nick 2,unknown
717,Commercial Guy,commercial guy,unknown
718,Man On Phone,man on phone,unknown
719,Bus Driver,bus driver,unknown
720,Policewoman,policewoman,unknown
721,Different Announcer,different announcer,unknown
722,Chef Rodrigo,chef rodrigo,unknown
723,Gregory,gregory,unknown
724,FABRIZIO,fabrizio,unknown
725,Woman On Tv #1,woman on tv 1,unknown
726,Woman On Tv #2,woman on tv 2,unknown
727,Teenage Boy,teenage boy,unknown
728,CHIF WIGGUM,chif wiggum,unknown
729,Service Manager,service manager,unknown
730,Ted,ted,unknown
731,Sound-alikes,sound-alikes,unknown
732,Mister Amazing,mister amazing,unknown
733,Sparkle,sparkle,unknown
734,Romantic Lover Voice,romantic lover voice,unknown
735,Southern Private,southern private,unknown
736,Charles Boyer,charles boyer,unknown
737,Umpire,umpire,unknown
738,Dispatcher,dispatcher,unknown
739,ARI,ari,unknown
740,Jose Canseco,jose canseco,unknown
743,Ozzie Smith,ozzie smith,unknown
744,Don Mattingly,don mattingly,unknown
745,Steve Sax,steve sax,unknown
746,Roger Clemens,roger clemens,unknown
747,Wade Boggs,wade boggs,unknown
748,KEN GRIFFEY JR.,ken griffey jr,unknown
749,Darryl Strawberry,darryl strawberry,unknown
750,Hypnotist,hypnotist,unknown
751,ALL THE PLAYERS,all the players,unknown
752,JOSE CONSECO,jose conseco,unknown
753,Ticket Taker,ticket taker,unknown
754,Courier,courier,unknown
756,FORTE,forte,unknown
757,Donna,donna,unknown
759,PRINCIPAL WILLIE,principal willie,unknown
760,Prosecutor,prosecutor,unknown
761,Steve Allen,steve allen,unknown
762,Mr. Montone,mr montone,unknown
763,Former Teacher,former teacher,unknown
764,Teacher #1,teacher 1,unknown
765,Teacher #2,teacher 2,unknown
766,Hippie Teacher,hippie teacher,unknown
768,Employer,employer,unknown
699,Sideshow Mel,sideshow mel,m
742,Tour Guide,tour guide,m
657,HUGH,hugh,m
758,Tammy,tammy,f
767,Employee,employee,m
741,Mike Scioscia,mike scioscia,m
668,Charlie,charlie,m
715,Nick,nick,m
769,Window Washers,window washers,unknown
770,Sanjay Nahasapeemapetilon,sanjay nahasapeemapetilon,unknown
771,Lottery Announcer,lottery announcer,unknown
772,Vet,vet,unknown
773,Mr. Danielson,mr danielson,unknown
775,Sadistic Barfly,sadistic barfly,unknown
776,Young Barfly,young barfly,unknown
777,Trainee,trainee,unknown
778,Butler,butler,unknown
779,Ticket Man,ticket man,unknown
780,General,general,unknown
781,Cowboy #1,cowboy 1,unknown
782,Cowboy #2,cowboy 2,unknown
783,Bar Owner,bar owner,unknown
784,Yodelin' Zeke,yodelin zeke,unknown
786,Male Nurse,male nurse,unknown
787,Music Store Owner,music store owner,unknown
788,Mr. Boylan,mr boylan,unknown
789,Mule,mule,unknown
790,Young Girl,young girl,unknown
791,Pretty Girl,pretty girl,unknown
792,Orville,orville,unknown
793,Hurley,hurley,unknown
794,Dinosaur Dad,dinosaur dad,unknown
795,Dinosaur Son,dinosaur son,unknown
796,Cellmate #1,cellmate 1,unknown
