character_id,name,normalized_name,gender
1923,Macarthur Parker,macarthur parker,m
1858,Detective,detective,m
1876,Evelyn,evelyn,f
1949,Señora Bumblebee Man,señora bumblebee man,unknown
1950,Twangy Singers,twangy singers,unknown
1951,Very Tall Man,very tall man,unknown
1952,Grampa Van Houten,grampa van houten,unknown
1953,Judge Grandfather,judge grandfather,unknown
1954,VIDAL,vidal,unknown
1955,Voice On Intercom,voice on intercom,unknown
1956,Phony Homer,phony homer,unknown
1957,Phony Marge,phony marge,unknown
1958,Iggy Wiggum,iggy wiggum,unknown
1959,Sheldon Skinner,sheldon skinner,unknown
1960,Arnie Gumble,arnie gumble,unknown
1961,Ox,ox,unknown
1962,Platoon,platoon,unknown
1963,Etch,etch,unknown
1964,ROD/TODD,rodtodd,unknown
1965,State Dept. Man #1,state dept man 1,unknown
1966,State Dept. Man #2,state dept man 2,unknown
1967,Von Wörtzenburger,von wörtzenburger,unknown
1968,VON WÖRTZENURGER,von wÖrtzenurger,unknown
1969,GREAT GRAMPA,great grampa,unknown
1970,Great Grampa Simpson,great grampa simpson,unknown
1971,GREAT GRAMMA SIMPSON,great gramma simpson,unknown
1972,Apu's Father,apus father,unknown
1973,Apu's Mother,apus mother,unknown
1974,Young Apu,young apu,unknown
1976,Young Frink,young frink,unknown
1977,Tom Cruise,tom cruise,unknown
1978,Nicole Kidman,nicole kidman,unknown
1979,I.N.S. AGENT,ins agent,unknown
1980,Radio,radio,unknown
1981,Sales Teen,sales teen,unknown
1982,First Cool Guy,first cool guy,unknown
1983,All Other Guys,all other guys,unknown
1984,Second Girl,second girl,unknown
1985,Ticket,ticket,unknown
1986,Blockhead,blockhead,unknown
1987,B-Real,b-real,unknown
1988,Sales Kid,sales kid,unknown
1989,Sour Kid,sour kid,unknown
1990,Many Kids,many kids,unknown
1991,Sour Kid #2,sour kid 2,unknown
1992,Sour Girl,sour girl,unknown
1993,Peter Frampton,peter frampton,unknown
1994,Billy Corgan,billy corgan,unknown
1995,Sonic Youth,sonic youth,unknown
1996,Cypress Hill,cypress hill,unknown
1997,Smashing Pumpkins,smashing pumpkins,unknown
1998,First Gen-x Kid,first gen-x kid,unknown
1999,Second Gen-x Kid,second gen-x kid,unknown
2001,Jimmy Chamberlin,jimmy chamberlin,unknown
2002,James Iha,james iha,unknown
2003,DJ Muggs,dj muggs,unknown
2004,London Orchestra Guy,london orchestra guy,unknown
2005,FRAMPTON'S GUITAR,framptons guitar,unknown
2006,Otto's Left Shoe,ottos left shoe,unknown
2007,Otto's Right Shoe,ottos right shoe,unknown
2008,Thurston Moore,thurston moore,unknown
2009,Steve Shelley,steve shelley,unknown
2010,Lee Ranaldo,lee ranaldo,unknown
2011,Kim Gordon,kim gordon,unknown
2012,Sen-Dog,sen-dog,unknown
2013,Ice Cream Truck Supervisor,ice cream truck supervisor,unknown
2014,Nerdy Girl,nerdy girl,unknown
2015,OTHER NERDY GIRL,other nerdy girl,unknown
2016,Pippi Longstocking,pippi longstocking,unknown
2017,Eustace Tilley,eustace tilley,unknown
2018,Alice,alice,unknown
2019,COOL KID VOICE,cool kid voice,unknown
2020,COOL GIRL VOICE,cool girl voice,unknown
2021,Rick,rick,unknown
2022,Erin,erin,unknown
2023,Apu II,apu ii,unknown
2024,Something,something,unknown
2025,"Hulking, Shambling Figure",hulking shambling figure,unknown
2026,Hugo,hugo,unknown
2027,Prof. Mini-Frink,prof mini-frink,unknown
2028,Notable,notable,unknown
2029,Fat Man,fat man,unknown
2030,Dole,dole,unknown
2031,Committee Staff,committee staff,unknown
2032,Clinton,clinton,unknown
2033,KODOS-CLINTON,kodos-clinton,unknown
2034,KANG-DOLE,kang-dole,unknown
2035,Spokesman,spokesman,unknown
2036,SECRET SERVICEMAN,secret serviceman,unknown
2037,Man In Crowd,man in crowd,unknown
2038,Alien Crier,alien crier,unknown
2039,Businesswoman,businesswoman,unknown
2041,Technicians,technicians,unknown
2042,Student In Sunglasses,student in sunglasses,unknown
2043,Milhouse,milhouse,unknown
2044,Mr. Doyle,mr doyle,unknown
2045,Leg-up Kid,leg-up kid,unknown
2046,2nd Leg-up Kid,2nd leg-up kid,unknown
2047,3RD LEG-UP KID,3rd leg-up kid,unknown
2048,Leg-up Teacher,leg-up teacher,unknown
2049,Rest Of Class,rest of class,unknown
2050,Mrs. Owl,mrs owl,unknown
2051,U.N. Member,un member,unknown
2052,2nd U.N. Member,2nd un member,unknown
2053,Jumpsuited Guy,jumpsuited guy,unknown
3001,Duncan,duncan,unknown
2040,Hank Scorpio,hank scorpio,m
2000,D'arcy,darcy,f
2054,Record/children,recordchildren,unknown
2055,Computer,computer,unknown
2056,Messenger,messenger,unknown
2057,Mall Announcer,mall announcer,unknown
2058,Indian #1,indian 1,unknown
2059,Indian #2,indian 2,unknown
2060,Microchip Voice,microchip voice,unknown
2061,Jimbo's Dad,jimbos dad,unknown
2062,Dolph's Dad,dolphs dad,unknown
2063,Kearney's Dad,kearneys dad,unknown
2064,LUCIUS,lucius,unknown
2066,Prisoners,prisoners,unknown
2067,Questioner #1,questioner 1,unknown
2068,Questioner #2,questioner 2,unknown
2069,Questioner #3,questioner 3,unknown
2070,PAROLE BOARD MEMBERS,parole board members,unknown
2071,T-shirt Vendor,t-shirt vendor,unknown
2072,Michael Buffer,michael buffer,unknown
2073,Fan Man,fan man,unknown
2074,Park Ranger,park ranger,unknown
2075,Tour Group,tour group,unknown
2076,Old Preppie,old preppie,unknown
2077,Willy Loman,willy loman,unknown
2078,Wealthy Dowager,wealthy dowager,unknown
2079,Male Admissions Officer,male admissions officer,unknown
2080,Female Admissions Officer,female admissions officer,unknown
2081,Costume Shop Clerk,costume shop clerk,unknown
2082,Child's Voice,childs voice,unknown
2083,Simulated Homer,simulated homer,unknown
2084,Starlet,starlet,unknown
2085,Sports Announcer,sports announcer,unknown
2086,Dancer #1,dancer 1,unknown
2088,Rusty,rusty,unknown
2089,Bernice Hibbert,bernice hibbert,unknown
2090,Dancer #2,dancer 2,unknown
2091,BELLE/DANCERS,belledancers,unknown
2092,Townsmen Chorus,townsmen chorus,unknown
2093,Marge's Dummy,marges dummy,unknown
2094,Hibbert Family,hibbert family,unknown
2095,"Kearney, Jr.",kearney jr,unknown
2096,Single Man,single man,unknown
2097,Cracker Executive,cracker executive,unknown
2098,Chase,chase,unknown
2099,Starla,starla,unknown
2100,Flashback Homer,flashback homer,unknown
2101,Flashback Marge,flashback marge,unknown
2102,COMBO FRONTMAN,combo frontman,unknown
2103,Bandmembers,bandmembers,unknown
2104,Homer's Recording,homers recording,unknown
2105,Milhouse's Thoughts,milhouses thoughts,unknown
2106,Paramedic,paramedic,unknown
2107,Nelson's Brain,nelsons brain,unknown
2108,National Guardsman,national guardsman,unknown
2109,Main Title Singers,main title singers,unknown
2110,Prison Officials,prison officials,unknown
2111,Citizens,citizens,unknown
2112,Older Nurse,older nurse,unknown
2114,Young Ned,young ned,unknown
2115,Young Dr. Foster,young dr foster,unknown
2116,"Nedward Flanders, Sr.",nedward flanders sr,unknown
2117,Mona Flanders,mona flanders,unknown
2118,Crazy Man,crazy man,unknown
2119,Jay Sherman,jay sherman,unknown
2120,Various Onlookers,various onlookers,unknown
2121,Coyote,coyote,unknown
2122,Furniture Salesman,furniture salesman,unknown
2123,First Mate,first mate,unknown
2124,Leonard Nimoy,leonard nimoy,unknown
2125,Video Arcade Man,video arcade man,unknown
2126,Kevin Costner Voice,kevin costner voice,unknown
2127,Guilty Man,guilty man,unknown
2128,Fox Mulder,fox mulder,unknown
2129,Dana Scully,dana scully,unknown
2130,Alf,alf,unknown
2131,MARVIN-THE-MARTIAN-TYPE,marvin-the-martian-type,unknown
2132,Whale,whale,unknown
2133,Frog #1,frog 1,unknown
2134,Frog #2,frog 2,unknown
2135,Frog #3,frog 3,unknown
2136,alligator,alligator,unknown
2137,Hot Dog Stand Guy,hot dog stand guy,unknown
2138,SMITHERS',smithers,unknown
2139,NICK RIVIERA,nick riviera,unknown
2140,Motivational Man,motivational man,unknown
2141,Picture Man,picture man,unknown
2142,Pita Saleswoman,pita saleswoman,unknown
2143,Investorettes,investorettes,unknown
2144,Frank Ormand,frank ormand,unknown
2145,1st Sportscaster,1st sportscaster,unknown
2146,Entire Stadium,entire stadium,unknown
2147,2nd Sportscaster,2nd sportscaster,unknown
2148,Mobster,mobster,unknown
2149,Little Yakuza,little yakuza,unknown
2150,Yakuza,yakuza,unknown
2151,1st Panicked Employee,1st panicked employee,unknown
2152,2nd Panicked Employee,2nd panicked employee,unknown
2153,Ranger,ranger,unknown
2154,Smokey Bear,smokey bear,unknown
2155,Smithers's Echo,smitherss echo,unknown
2156,John Muir,john muir,unknown
2157,Drunk Man,drunk man,unknown
2158,McFadden,mcfadden,unknown
2113,Dr. Foster,dr foster,m
2087,Belle,belle,f
2159,Mr. Burns's Thoughts,mr burnss thoughts,unknown
2160,Family,family,unknown
2161,FORD,ford,unknown
2162,Older Woman,older woman,unknown
2163,Elderly Woman,elderly woman,unknown
2164,Nanny,nanny,unknown
2166,Fidgety Lieutenant,fidgety lieutenant,unknown
2167,Quentin Tarantino,quentin tarantino,unknown
2168,Moderator,moderator,unknown
2169,Writer #1,writer 1,unknown
2170,Writer #3,writer 3,unknown
2171,Writing Staff,writing staff,unknown
2172,Head Animator,head animator,unknown
2173,Roy,roy,unknown
2174,David Cohen,david cohen,unknown
2175,Sound Engineer,sound engineer,unknown
2176,June,june,unknown
2177,Nerd In Audience,nerd in audience,unknown
2178,Theme Singers,theme singers,unknown
2179,Very Deep Voice,very deep voice,unknown
2180,Poochie,poochie,unknown
2181,Hip Saleswoman,hip saleswoman,unknown
2182,100 Workers,100 workers,unknown
2183,Buffed Worker,buffed worker,unknown
2184,Worker In Crowd,worker in crowd,unknown
2185,Convicts,convicts,unknown
2186,Fat Convict,fat convict,unknown
2188,Sideshow Bob's Brain,sideshow bobs brain,unknown
2189,1986 Cecil,1986 cecil,unknown
2190,1986 BOB,1986 bob,unknown
2191,1986 Krusty,1986 krusty,unknown
2192,EVERYONE BUT BOB AND CECIL,everyone but bob and cecil,unknown
2193,Cousin Merl,cousin merl,unknown
2194,Man In Lower Outhouse,man in lower outhouse,unknown
2195,Comedy Nurse,comedy nurse,unknown
2196,Distressed Yuppie,distressed yuppie,unknown
2197,Young Italian Man #1,young italian man 1,unknown
2198,Limo Driver,limo driver,unknown
2199,Emergency Operator,emergency operator,unknown
2200,Irish Cops,irish cops,unknown
2201,Drunken Revelers,drunken revelers,unknown
2202,Shocked Old Woman,shocked old woman,unknown
2203,Bar Crowd,bar crowd,unknown
2204,Temperance Women,temperance women,unknown
2205,Very Old Clerk,very old clerk,unknown
2206,Councilmen,councilmen,unknown
2207,Head Of Duff,head of duff,unknown
2208,Quimby's Aide,quimbys aide,unknown
2210,"HOMER, MARGE AND BART",homer marge and bart,unknown
2211,Helpful Clerk,helpful clerk,unknown
2212,Voice In Crowd,voice in crowd,unknown
2213,Magician,magician,unknown
2214,Cafeteria Worker,cafeteria worker,unknown
2215,Computerized Japanese Voice,computerized japanese voice,unknown
2216,Laddie,laddie,unknown
2217,Credit Representative,credit representative,unknown
2218,Repo Goon #2,repo goon 2,unknown
2219,Heiress,heiress,unknown
2220,Lumley,lumley,unknown
2221,Distant Voice,distant voice,unknown
2222,FIRE-STOKER,fire-stoker,unknown
2223,Tommy,tommy,unknown
2224,Mitchell,mitchell,unknown
2225,Stockbroker,stockbroker,unknown
2226,ADVISORS & SMITHERS,advisors smithers,unknown
2227,Real Estate Agent,real estate agent,unknown
2228,"Bret ""The Hitman"" Hart",bret the hitman hart,unknown
2229,Shrieking Sheik,shrieking sheik,unknown
2230,Activity Coordinator,activity coordinator,unknown
2231,Female Resident,female resident,unknown
2232,Male Resident,male resident,unknown
2233,Several Residents,several residents,unknown
2234,Hospital Intercom,hospital intercom,unknown
2235,Test Blast Announcer,test blast announcer,unknown
2236,Nearby Patient,nearby patient,unknown
2237,P.A. SYSTEM,pa system,unknown
2238,Young Flanders,young flanders,unknown
2239,Young Lovejoy,young lovejoy,unknown
2240,Japanese Worker #1,japanese worker 1,unknown
2241,St. Eleutherius,st eleutherius,unknown
2242,St. Bartholomew,st bartholomew,unknown
2243,St. Lucian,st lucian,unknown
2244,St. Donickus,st donickus,unknown
2245,Japanese Businessman,japanese businessman,unknown
2246,Mr. Sparkle,mr sparkle,unknown
2247,UNDERWATER GIRLS #1 & #2,underwater girls 1 2,unknown
2248,UNDERWATER GIRL #3,underwater girl 3,unknown
2249,Sumo Wrestlers,sumo wrestlers,unknown
2250,Japanese Announcer,japanese announcer,unknown
2251,Donny,donny,unknown
2252,Baboon,baboon,unknown
2253,Japanese Tourist,japanese tourist,unknown
2254,Zookeeper,zookeeper,unknown
2255,Baboons,baboons,unknown
2257,City Employee,city employee,unknown
2258,Portly Chef,portly chef,unknown
2259,Big Daddy,big daddy,unknown
2260,Scary Huge-headed Figure,scary huge-headed figure,unknown
2261,Betty,betty,unknown
2187,Cecil Terwilliger,cecil terwilliger,m
2165,SHARY,shary,f
2209,Rex Banner,rex banner,m
2262,BETTY & MOE,betty moe,unknown
2263,MOE & BETTY,moe betty,unknown
2264,Tim Conway,tim conway,unknown
2265,Ozmodiar,ozmodiar,unknown
2266,OSMODIAR AND TROY,osmodiar and troy,unknown
2267,Adlai Stevenson,adlai stevenson,unknown
2268,Parrots,parrots,unknown
2270,Cadet,cadet,unknown
2271,Cadet Larsen,cadet larsen,unknown
2272,Cadet Franklin,cadet franklin,unknown
2273,Cadet Platt,cadet platt,unknown
2274,Cadets,cadets,unknown
2275,CADET ANDERSEN,cadet andersen,unknown
2276,Cadet Anderson,cadet anderson,unknown
2278,Cheerleaders,cheerleaders,unknown
2279,Hasidic Man,hasidic man,unknown
2280,Immigrants,immigrants,unknown
2281,OFFICE WORKER IN TOWER ONE,office worker in tower one,unknown
2282,OFFICE WORKER IN TOWER TWO,office worker in tower two,unknown
2283,Undershirt Guy,undershirt guy,unknown
2284,Dmv Recording,dmv recording,unknown
2285,Gruff Voice,gruff voice,unknown
2286,Crazy Guy,crazy guy,unknown
2287,Fireworks Vendor,fireworks vendor,unknown
2288,Society Matron,society matron,unknown
2289,Alfred E. Neuman,alfred e neuman,unknown
2290,Angry Cab Driver,angry cab driver,unknown
2291,Bike Messenger,bike messenger,unknown
2292,Song On Radio,song on radio,unknown
2293,Jury Member #1,jury member 1,unknown
2294,Jury Member #2,jury member 2,unknown
2295,Jury Chorus,jury chorus,unknown
2296,Mr. Cleary,mr cleary,unknown
2297,Staff/patients,staffpatients,unknown
2298,Construction Worker,construction worker,unknown
2299,Picnickers,picnickers,unknown
2300,Carriage Driver,carriage driver,unknown
2301,Student Choir,student choir,unknown
2302,Stranger,stranger,unknown
2305,Young Armin,young armin,unknown
2306,Frog,frog,unknown
2307,Krusty,krusty,unknown
2308,Asian Boy,asian boy,unknown
2309,Young Barney,young barney,unknown
2310,Little Girls,little girls,unknown
2311,Headmistress,headmistress,unknown
2312,Man At Bar,man at bar,unknown
2313,French President,french president,unknown
2314,Mutant Sideshow Mel,mutant sideshow mel,unknown
2315,Mutant Dr. Hibbert,mutant dr hibbert,unknown
2316,Mutant Moe,mutant moe,unknown
2317,Mutant Skinner,mutant skinner,unknown
2318,Mutant Burns,mutant burns,unknown
2319,Mutant Lenny,mutant lenny,unknown
2320,Mutants,mutants,unknown
2321,Mutant Wiggum,mutant wiggum,unknown
2322,MUTANT FLANDERS,mutant flanders,unknown
2323,MUTANT MEL/SKINNER/MOE/BURNS/WIGGUM,mutant melskinnermoeburnswiggum,unknown
2324,Creature,creature,unknown
2325,Fly-head,fly-head,unknown
2326,Governor Quimby,governor quimby,unknown
2327,Constable Wiggum,constable wiggum,unknown
2328,Goodman Skinner,goodman skinner,unknown
2329,Goodman Flanders,goodman flanders,unknown
2330,Pastor Lovejoy,pastor lovejoy,unknown
2331,Goodman Moe,goodman moe,unknown
2332,Goody Krabappel,goody krabappel,unknown
2333,Goodman Lenny,goodman lenny,unknown
2334,Snowman Eddie,snowman eddie,unknown
2335,Princess Lou,princess lou,unknown
2336,Goody Maude,goody maude,unknown
2337,Pelé,pelé,unknown
2338,Foreign Announcer,foreign announcer,unknown
2339,Soccer Hooligans,soccer hooligans,unknown
2340,Soccer Hooligan,soccer hooligan,unknown
2341,Security Salesman,security salesman,unknown
2342,Gun Clerk,gun clerk,unknown
2343,Hooker,hooker,unknown
2344,Muffled Voice,muffled voice,unknown
2345,Team,team,unknown
2346,Roy Firestone,roy firestone,unknown
2347,Teenage Smithers,teenage smithers,unknown
2348,MIDDLE-AGE GRAMPA,middle-age grampa,unknown
2349,Teenage Lenny,teenage lenny,unknown
2351,Joe Namath,joe namath,unknown
2352,Other Players,other players,unknown
2353,HANK,hank,unknown
2354,Female Voices,female voices,unknown
2355,Female Crowd Members,female crowd members,unknown
2356,Manjula's Mother,manjulas mother,unknown
2357,Siegfried,siegfried,unknown
2358,Guests,guests,unknown
2359,Ganesh,ganesh,unknown
2360,Burly Guest,burly guest,unknown
2361,Indian Singers,indian singers,unknown
2362,Mall Executive,mall executive,unknown
2363,Pr Man,pr man,unknown
2364,Caveman,caveman,unknown
2365,Stephen Jay Gould,stephen jay gould,unknown
2277,Duffman,duffman,m
2304,Armin,armin,m
2269,Commandant,commandant,m
2303,Sgt. Skinner,sgt skinner,m
2366,SOUTH AMERICAN BIDDER,south american bidder,unknown
2367,Johnny D,johnny d,unknown
2368,City Clerk,city clerk,unknown
2370,Cookie,cookie,unknown
2371,Assorted Agents,assorted agents,unknown
2372,Lionel Hutz's Head,lionel hutzs head,unknown
2373,Female Victim,female victim,unknown
2374,Other Realtors,other realtors,unknown
2375,Dove,dove,unknown
2376,Shopper,shopper,unknown
2377,Cheerleader,cheerleader,unknown
2378,Toy,toy,unknown
2379,Patches,patches,unknown
2380,Poor Violet,poor violet,unknown
2381,Sullen Teen,sullen teen,unknown
2382,Sean,sean,unknown
2383,Alex Trebek,alex trebek,unknown
2384,Goon #1,goon 1,unknown
2385,Hombre,hombre,unknown
2386,Clint Eastwood,clint eastwood,unknown
2387,Townspeople Chorus,townspeople chorus,unknown
2388,Lee Marvin,lee marvin,unknown
2389,Female Chorus,female chorus,unknown
2390,SECOND FEMALE CHORUS,second female chorus,unknown
2391,Kids On Ride,kids on ride,unknown
2392,Carny,carny,unknown
2393,Dracula Voice,dracula voice,unknown
2394,Maintenance Man,maintenance man,unknown
2395,Game Announcer,game announcer,unknown
2397,Spud,spud,unknown
2398,Performer,performer,unknown
2399,Camel,camel,unknown
2400,Fantastic Dan,fantastic dan,unknown
2401,Passengers,passengers,unknown
2402,Hari Krishna,hari krishna,unknown
2403,Christian,christian,unknown
2404,Jane,jane,unknown
2406,Movementarians,movementarians,unknown
2407,Don,don,unknown
2408,Homer's Stomach,homers stomach,unknown
2409,Homer's Feet,homers feet,unknown
2410,Leader,leader,unknown
2411,THE LEADER,the leader,unknown
2412,Noah,noah,unknown
2413,Singing Children,singing children,unknown
2414,Chinese Sailor #1,chinese sailor 1,unknown
2415,Chinese Sailor #2,chinese sailor 2,unknown
2416,Bill Gates,bill gates,unknown
2417,James Earl Jones,james earl jones,unknown
2418,Volunteer,volunteer,unknown
2419,Steven Wright,steven wright,unknown
2420,Bobcat Goldthwaite,bobcat goldthwaite,unknown
2421,JANEANE,janeane,unknown
2422,Bruce Baum,bruce baum,unknown
2423,COMPUTER ON STOOL,computer on stool,unknown
2424,Comics,comics,unknown
2425,Mr. Teeny,mr teeny,unknown
2426,Businessman #1,businessman 1,unknown
2427,Businessman #2,businessman 2,unknown
2428,Jay Leno,jay leno,unknown
2429,HANK WILLIAMS JR.,hank williams jr,unknown
2431,Republican Candidate,republican candidate,unknown
2432,Drunken Cop,drunken cop,unknown
2433,Photographer Cop,photographer cop,unknown
2434,Homer's Voice,homers voice,unknown
2435,GHOSTLY HOMER,ghostly homer,unknown
2436,Square Guy,square guy,unknown
2437,Station Manager,station manager,unknown
2438,Great Uncle Chet,great uncle chet,unknown
2439,Well-dressed Relative,well-dressed relative,unknown
2440,Relative #1,relative 1,unknown
2441,Relative #2,relative 2,unknown
2442,Relative #3,relative 3,unknown
2443,Relative #4,relative 4,unknown
2444,Relative #5,relative 5,unknown
2445,Dr. Simpson,dr simpson,unknown
2446,Simpson Woman #1,simpson woman 1,unknown
2447,Simpson Woman #2,simpson woman 2,unknown
2448,Simpson Woman #3,simpson woman 3,unknown
2449,Nerdy Kids,nerdy kids,unknown
2450,Female Computer,female computer,unknown
2451,Bullies,bullies,unknown
2452,Elderly Night Watchman,elderly night watchman,unknown
2453,Leprechaun,leprechaun,unknown
2454,General Donut,general donut,unknown
2455,Donuts,donuts,unknown
2456,Roddy McDonut,roddy mcdonut,unknown
2457,Big Donut,big donut,unknown
2458,Big Hand Guy,big hand guy,unknown
2459,Naval Announcer,naval announcer,unknown
2460,Recruiting Officer,recruiting officer,unknown
2461,Asian Man,asian man,unknown
2462,Drill Instructor,drill instructor,unknown
2463,Barney's Mom,barneys mom,unknown
2464,Head Chef,head chef,unknown
2465,Head Instructor,head instructor,unknown
2466,WORLD WAR I RECREATIONISTS,world war i recreationists,unknown
2467,Other Kids,other kids,unknown
2468,Bob Denver,bob denver,unknown
2469,Captain Tenille,captain tenille,unknown
2470,Female Ensign,female ensign,unknown
2471,Enemy Crewperson,enemy crewperson,unknown
2396,Cooder,cooder,m
2405,Glen,glen,m
2430,Renee,renee,f
2472,Enemy Captain,enemy captain,unknown
2473,Asian Ensign,asian ensign,unknown
2474,Hick,hick,unknown
2475,Russian Ambassador,russian ambassador,unknown
2476,U.S. Ambassador,us ambassador,unknown
2477,Lenin,lenin,unknown
2478,Sonar Operator,sonar operator,unknown
2479,AIRCRAFT CARRIER CAPTAIN,aircraft carrier captain,unknown
2480,Thought Bubble Moe,thought bubble moe,unknown
2481,Thought Bubble Bart,thought bubble bart,unknown
2482,Penguins,penguins,unknown
2483,Admiral #1,admiral 1,unknown
2484,Admiral #3,admiral 3,unknown
2485,Admiral #4,admiral 4,unknown
2486,Janitor,janitor,unknown
2487,Myron,myron,unknown
2488,Agent Miller,agent miller,unknown
2489,Lucius Sweet,lucius sweet,unknown
2490,Mission Impossible Voice,mission impossible voice,unknown
2491,Truman,truman,unknown
2492,British Official,british official,unknown
2493,Spanish Official,spanish official,unknown
2494,French Official,french official,unknown
2495,Customs Official,customs official,unknown
2496,Street Vendor,street vendor,unknown
2497,Castro,castro,unknown
2498,Cuban Officials,cuban officials,unknown
2499,Cuban Undersecretary,cuban undersecretary,unknown
2500,Agency Clerk,agency clerk,unknown
2501,Mojo,mojo,unknown
2502,Cat Lady,cat lady,unknown
2503,Computer Voice,computer voice,unknown
2504,Head Chocobot,head chocobot,unknown
2505,Major Nougat,major nougat,unknown
2506,All Chocobots,all chocobots,unknown
2507,Young Exec,young exec,unknown
2508,Older Exec,older exec,unknown
2509,Female Exec,female exec,unknown
2510,Other Executives,other executives,unknown
2511,Garbage Man #1,garbage man 1,unknown
2512,Garbage Man #2,garbage man 2,unknown
2514,Paul,paul,unknown
2515,Susie,susie,unknown
2516,Bono,bono,unknown
2517,The Edge,the edge,unknown
2518,Adam Clayton,adam clayton,unknown
2519,Security Guys,security guys,unknown
2520,A Few People,a few people,unknown
2521,Giant-nosed Man,giant-nosed man,unknown
2522,Garbage Men,garbage men,unknown
2523,U2,u2,unknown
2524,Oskar,oskar,unknown
2525,Union Leader,union leader,unknown
2526,Second Indian,second indian,unknown
2527,First Indian,first indian,unknown
2528,Commie Nazi,commie nazi,unknown
2529,Other Team,other team,unknown
2530,Muscular Man,muscular man,unknown
2531,Sherpa #1,sherpa 1,unknown
2532,Sherpa #2,sherpa 2,unknown
2533,Sherpas,sherpas,unknown
2534,Geese,geese,unknown
2535,Faucet-head Kid's Mother,faucet-head kids mother,unknown
2536,Soldier,soldier,unknown
2537,Russian Man #1,russian man 1,unknown
2538,Russian Man #2,russian man 2,unknown
2539,HOMER'S VOICE MAIL,homers voice mail,unknown
2540,FISH-HAG,fish-hag,unknown
2541,Telephone Repairman,telephone repairman,unknown
2542,Bridge Operator,bridge operator,unknown
2543,Cow,cow,unknown
2544,Studio Audience,studio audience,unknown
2545,Pirate Captain,pirate captain,unknown
2546,Pirate #1,pirate 1,unknown
2547,Ilsa,ilsa,unknown
2548,Golf Course Crowd,golf course crowd,unknown
2549,Minister,minister,unknown
2550,Stadium Announcer,stadium announcer,unknown
2551,Stadium Crowd,stadium crowd,unknown
2552,Kicker,kicker,unknown
2554,Thug #1,thug 1,unknown
2555,Thug #2,thug 2,unknown
2556,Cardinal Flanders,cardinal flanders,unknown
2557,President Lenny,president lenny,unknown
2558,Heckle,heckle,unknown
2559,Jeckle,jeckle,unknown
2560,Passerby,passerby,unknown
2561,Edison's Ghost,edisons ghost,unknown
2562,Visitor,visitor,unknown
2563,Female Visitor,female visitor,unknown
2564,Eagle,eagle,unknown
2565,Toucan,toucan,unknown
2566,Vulture,vulture,unknown
2567,Birds,birds,unknown
2568,Library Lady Tress,library lady tress,unknown
2569,Birders,birders,unknown
2570,Ed McMahon,ed mcmahon,unknown
2571,Regis Philbin,regis philbin,unknown
2572,KATHIE LEE,kathie lee,unknown
2573,Jerry Springer,jerry springer,unknown
2574,Woman In Audience,woman in audience,unknown
2575,Homie Bear,homie bear,unknown
2576,BART BART,bart bart,unknown
2577,Ranger Ned,ranger ned,unknown
2579,Alec Baldwin,alec baldwin,m
2578,Kim Basinger,kim basinger,f
2553,Alex,alex,f
2581,Gentleman,gentleman,unknown
2582,ALEC/KIM,aleckim,unknown
2583,ALEC/KIM/RON,aleckimron,unknown
2584,STUDIO EXECUTIVE,studio executive,unknown
2585,Seth,seth,unknown
2586,Munchie,munchie,unknown
2587,Middle-aged Grampa,middle-aged grampa,unknown
2588,Young Mona,young mona,unknown
2589,Young Munchie,young munchie,unknown
2590,Young Seth,young seth,unknown
2591,Hippie Girl #1,hippie girl 1,unknown
2592,Hippie Girl #2,hippie girl 2,unknown
2593,Ginsberg,ginsberg,unknown
2594,Jill St. John,jill st john,unknown
2595,Phyllis Diller,phyllis diller,unknown
2596,Sarah Ferguson,sarah ferguson,unknown
2597,Skeleton,skeleton,unknown
2598,Lips,lips,unknown
2599,Range-rover Mom,range-rover mom,unknown
2600,Lobster Clerk,lobster clerk,unknown
2601,Documentary Narrator,documentary narrator,unknown
2602,Taskmaster,taskmaster,unknown
2603,Mr. Toad,mr toad,unknown
2604,President Of Harvard,president of harvard,unknown
2605,Comptroller Atkins,comptroller atkins,unknown
2606,REAL COMPT. ATKINS,real compt atkins,unknown
2607,Robot Cowboy #1,robot cowboy 1,unknown
2608,Robot Cowboy #2,robot cowboy 2,unknown
2609,Robot Cowboy #3,robot cowboy 3,unknown
2610,Curly,curly,unknown
2611,Old Curly,old curly,unknown
2612,3-Year-Old Homer,3-year-old homer,unknown
2613,Admitting Nurse,admitting nurse,unknown
2614,Taffy Shop Clerk,taffy shop clerk,unknown
2615,Sad-looking Frenchman,sad-looking frenchman,unknown
2616,Man In Dinner Jacket,man in dinner jacket,unknown
2617,British Raj Man,british raj man,unknown
2618,Woman In Wedding Dress,woman in wedding dress,unknown
2619,Caribbean Outcast,caribbean outcast,unknown
2620,Son,son,unknown
2621,Young Woman,young woman,unknown
2622,Hideous Alien #1,hideous alien 1,unknown
2623,Hideous Alien #2,hideous alien 2,unknown
2624,C-3PO,c-3po,unknown
2625,Chewbacca,chewbacca,unknown
2626,Neil Armstrong,neil armstrong,unknown
2627,Dr. Smith,dr smith,unknown
2628,Nerdy Young Woman,nerdy young woman,unknown
2629,Crowd Of Nerds,crowd of nerds,unknown
2631,Ernie,ernie,unknown
2632,Big Tom,big tom,unknown
